Time,Evaluations,Iterations,Objective value,Local search applications,Greedy solutions,Reemplacements in GADEGD
100.09567141532898,42289892.0,726.0,148806,727.0,727.0,0.0
100.00448417663574,58566482.0,1007.0,148870,1008.0,1008.0,0.0
100.14673805236816,41116297.0,704.0,148570,705.0,705.0,0.0
100.12772226333618,44998234.0,769.0,148692,770.0,770.0,0.0
100.01427912712097,47981061.0,822.0,148950,823.0,823.0,0.0
100.03584289550781,60044549.0,1028.0,148888,1029.0,1029.0,0.0
100.03448367118835,46197527.0,798.0,148582,799.0,799.0,0.0
100.04998898506165,50658239.0,877.0,148772,878.0,878.0,0.0
100.08261299133301,47143735.0,819.0,148674,820.0,820.0,0.0
100.09244585037231,51158211.0,883.0,148818,884.0,884.0,0.0
100.10536122322083,48617050.0,826.0,148514,827.0,827.0,0.0
100.08878135681152,50471468.0,861.0,148664,862.0,862.0,0.0
100.08383011817932,54320787.0,941.0,148852,942.0,942.0,0.0
100.07115387916565,50987875.0,881.0,148800,882.0,882.0,0.0
100.08840537071228,45616696.0,795.0,148764,796.0,796.0,0.0
100.10520792007446,47263888.0,818.0,148788,819.0,819.0,0.0
100.03404879570007,54464141.0,934.0,148676,935.0,935.0,0.0
100.0306932926178,44719561.0,768.0,148718,769.0,769.0,0.0
100.05283236503601,55672834.0,957.0,149062,958.0,958.0,0.0
100.14755320549011,38515133.0,656.0,148844,657.0,657.0,0.0
100.15316772460938,46900051.0,805.0,148874,806.0,806.0,0.0
100.14600825309753,49229541.0,835.0,148794,836.0,836.0,0.0
100.02296113967896,43902071.0,747.0,148886,748.0,748.0,0.0
100.07789826393127,54971159.0,947.0,148678,948.0,948.0,0.0
100.03159499168396,50114568.0,862.0,148828,863.0,863.0,0.0
100.10191655158997,40168518.0,692.0,148692,693.0,693.0,0.0
100.06173396110535,49535978.0,857.0,148842,858.0,858.0,0.0
100.12745332717896,59101157.0,1005.0,148744,1006.0,1006.0,0.0
100.02132868766785,55325552.0,953.0,148896,954.0,954.0,0.0
100.0502462387085,52673871.0,917.0,148734,918.0,918.0,0.0
