Time,Evaluations,Iterations,Objective value,Local search applications,Greedy solutions,Reemplacements in GADEGD
100.03149056434631,51193142.0,774.0,152970,775.0,775.0,0.0
100.00755977630615,60593686.0,925.0,153126,926.0,926.0,0.0
100.0948498249054,58004855.0,870.0,153072,871.0,871.0,0.0
100.05222034454346,52010460.0,789.0,153028,790.0,790.0,0.0
100.11695599555969,46034566.0,696.0,153180,697.0,697.0,0.0
100.07536482810974,59800377.0,905.0,153102,906.0,906.0,0.0
100.01290130615234,48529080.0,741.0,153124,742.0,742.0,0.0
100.09218263626099,54059089.0,827.0,153084,828.0,828.0,0.0
100.00617003440857,46337961.0,701.0,153184,702.0,702.0,0.0
100.06346035003662,39146216.0,602.0,153146,603.0,603.0,0.0
100.04768204689026,39937431.0,612.0,153140,613.0,613.0,0.0
100.03595209121704,57923441.0,890.0,152996,891.0,891.0,0.0
100.05682873725891,53265624.0,810.0,152936,811.0,811.0,0.0
100.12633180618286,51246537.0,789.0,153096,790.0,790.0,0.0
100.01227188110352,51600161.0,779.0,153054,780.0,780.0,0.0
100.07109665870667,53930640.0,822.0,152980,823.0,823.0,0.0
100.20730876922607,52120919.0,805.0,153066,806.0,806.0,0.0
100.15047311782837,40858626.0,632.0,153172,633.0,633.0,0.0
100.17124629020691,50502429.0,775.0,152922,776.0,776.0,0.0
100.11404085159302,49030012.0,746.0,153170,747.0,747.0,0.0
100.00357055664062,51893508.0,793.0,153160,794.0,794.0,0.0
100.12167119979858,49868104.0,760.0,152918,761.0,761.0,0.0
100.07696890830994,46290672.0,708.0,153038,709.0,709.0,0.0
100.1867663860321,43237879.0,652.0,153162,653.0,653.0,0.0
100.05082821846008,42637932.0,652.0,153244,653.0,653.0,0.0
100.0158178806305,51011956.0,782.0,152922,783.0,783.0,0.0
100.02905297279358,54622962.0,833.0,153030,834.0,834.0,0.0
100.07149004936218,51268588.0,782.0,153172,783.0,783.0,0.0
100.0524492263794,36810130.0,570.0,153130,571.0,571.0,0.0
100.12968015670776,48161106.0,735.0,152904,736.0,736.0,0.0
