Instance,Time,Evaluations,Iterations,Objective value,Distance to optimum
els19,0.0011317729949951172,1969.0,0.0,24648050.0,43.19814823464835
chr20b,0.0006716251373291017,254.0,0.0,3126.0,36.0313315926893
chr22a,0.0014371871948242188,2458.0,0.0,7430.0,20.69525666016894
nug25,0.002468347549438477,5033.0,0.0,3944.0,5.3418803418803416
tai30b,0.005845069885253906,12783.0,0.0,641494833.0,0.6871138619062647
kra30b,0.004060268402099609,7930.0,0.0,95390.0,4.34259461824546
esc32b,0.0015528202056884766,1281.0,0.0,208.0,23.80952380952381
tai50b,0.03162693977355957,50001.0,0.0,517962949.0,12.889855817289407
sko56,0.035321712493896484,50001.0,0.0,36590.0,6.187242440071972
tai60a,0.02495718002319336,27731.0,0.0,7541818.0,4.660807259322211
sko64,0.04039764404296875,50001.0,0.0,52666.0,8.5941688317044
sko72,0.04468584060668945,50001.0,0.0,71618.0,8.092851968123641
lipa90b,0.06256413459777832,50001.0,0.0,15226776.0,21.907433052203682
sko100d,0.06391119956970215,50001.0,0.0,162822.0,8.855698775204578
sko100c,0.0658729076385498,50001.0,0.0,160928.0,8.83661792752702
sko100e,0.06514620780944824,50001.0,0.0,166870.0,11.880657056654375
sko100a,0.06309199333190918,50001.0,0.0,167454.0,10.165655715056381
sko100b,0.07475876808166504,50001.0,0.0,171856.0,11.674572746767172
tho150,0.10861921310424803,50001.0,0.0,9309584.0,14.461188300388104
tai256c,0.18539834022521973,32641.0,0.0,44951708.0,0.4298861371674004
