Algorithm,Time,Evaluations,Iterations,Distance to optimum
AGE - OX,4.090792894363403,50000.0,24975.0,11.454785005446515
AGE - PMX,4.43870735168457,50000.0,24975.0,9.25950999687345
AGE - Posición,3.974225270120721,50000.0,24975.0,9.643714738008736
AGG - OX,4.164378329327232,50016.21052631579,1435.6842105263158,10.796886247466027
AGG - PMX,4.339420745247288,50016.21052631579,1435.6842105263158,11.555082938706994
AGG - Posición,4.274289444873207,50016.21052631579,1435.6842105263158,10.788177961981553
