Instance,Time,Evaluations,Iterations,Objective value,Distance to optimum
els19,1.741002321243286,50003.0,4469.0,20508428.0,19.148123798986646
chr20b,1.8141450881958008,50001.0,4572.0,2792.0,21.496953872932984
chr22a,1.459880828857422,50001.0,3902.0,6718.0,9.129304743339832
nug25,1.4909234046936035,50053.0,3720.0,3812.0,1.8162393162393162
tai30b,1.6185040473937988,50005.0,3717.0,676601855.0,6.197407226134263
kra30b,1.448984146118164,50027.0,3880.0,94840.0,3.7409757164734194
esc32b,0.8973758220672607,51276.0,2300.0,192.0,14.285714285714286
tai50b,0.8536171913146973,50004.0,1880.0,483302448.0,5.335610927767365
sko56,1.0006024837493896,50270.0,2440.0,36436.0,5.740321550873527
tai60a,1.2340052127838137,50870.0,2970.0,7538320.0,4.612264122403088
sko64,0.7323198318481445,50648.0,1760.0,51484.0,6.156954925976329
sko72,0.9911375045776368,50000.0,2030.0,70662.0,6.649963776865492
lipa90b,1.0773746967315674,50002.0,2162.0,15344781.0,22.85219553096644
sko100d,1.163896560668945,50000.0,1678.0,161996.0,8.303471145103492
sko100c,0.8916099071502686,50003.0,1585.0,160026.0,8.226589657924281
sko100e,0.7557370662689209,50003.0,1549.0,160366.0,7.5199463627220915
sko100a,0.8615961074829102,51511.0,1520.0,163700.0,7.695951369060934
sko100b,0.8526265621185303,50365.0,1390.0,167086.0,8.574956137500813
tho150,0.9704163074493408,50322.0,1140.0,9098676.0,11.868077770201335
tai256c,0.953237533569336,51851.0,390.0,48768398.0,8.957031359788651
