Instance,Time,Evaluations,Iterations,Objective value,Distance to optimum
els19,0.0010120868682861328,1540.0,0.0,20265368.0,17.73601444713473
chr20b,0.001237630844116211,751.0,0.0,3126.0,36.0313315926893
chr22a,0.0010738372802734377,1308.0,0.0,7382.0,19.91552956465237
nug25,0.0015034675598144533,2058.0,0.0,3932.0,5.021367521367521
tai30b,0.002413272857666016,3593.0,0.0,658116631.0,3.2960216530865654
kra30b,0.0023529529571533203,3446.0,0.0,96060.0,5.075475825858674
esc32b,0.00333404541015625,1960.0,0.0,208.0,23.80952380952381
tai50b,0.010164976119995115,13491.0,0.0,494544469.0,7.785805738487195
sko56,0.013196945190429688,13478.0,0.0,35832.0,3.987462998432875
tai60a,0.012705802917480469,10540.0,0.0,7590128.0,5.331224338957102
sko64,0.02599334716796875,21947.0,0.0,49376.0,1.8103839333580767
sko72,0.02408576011657715,23893.0,0.0,68608.0,3.5498671818401353
lipa90b,0.03948068618774414,31820.0,0.0,15173466.0,21.480626664823124
sko100d,0.06454706192016603,50001.0,0.0,152960.0,2.2623950366368937
sko100c,0.06681418418884277,50001.0,0.0,148910.0,0.708768987298968
sko100e,0.06914973258972168,53511.0,0.0,153190.0,2.708682534361381
sko100a,0.06628012657165527,50001.0,0.0,154288.0,1.5039275799002645
sko100b,0.0703580379486084,50001.0,0.0,156330.0,1.585548118786146
tho150,0.11239099502563477,50152.0,0.0,8501238.0,4.522586992546043
tai256c,0.5135684013366699,115281.0,0.0,44951708.0,0.4298861371674004
