Instance,Time,Evaluations,Iterations,Objective value,Distance to optimum
els19,2.7559075355529785,50000.0,24975.0,22714976.0,31.967539030247003
chr20b,2.847846984863281,50000.0,24975.0,3050.0,32.724107919930375
chr22a,2.7040812969207764,50000.0,24975.0,6864.0,11.500974658869396
nug25,2.6878325939178467,50000.0,24975.0,3892.0,3.952991452991453
tai30b,3.015049695968628,50000.0,24975.0,654466079.0,2.723041909564906
kra30b,2.8618047237396236,50000.0,24975.0,94050.0,2.876832203019033
esc32b,3.1782517433166504,50000.0,24975.0,228.0,35.714285714285715
tai50b,3.1962718963623047,50000.0,24975.0,499853613.0,8.942931941877521
sko56,3.5619781017303467,50000.0,24975.0,36106.0,4.782633931162574
tai60a,4.078164339065552,50000.0,24975.0,7695130.0,6.788378845184029
sko64,3.7330090999603267,50000.0,24975.0,50328.0,3.773351478411481
sko72,3.6302566528320312,50000.0,24975.0,69470.0,4.850881429606376
lipa90b,4.102082967758179,50000.0,24975.0,15418478.0,23.44222273657111
sko100d,4.651824235916138,50000.0,24975.0,157462.0,5.272236187623683
sko100c,4.9257235527038565,50000.0,24975.0,154496.0,4.486615898608162
sko100e,4.404326677322388,50000.0,24975.0,156946.0,5.226952732148844
sko100a,4.408304214477539,50000.0,24975.0,159162.0,4.710464335995579
sko100b,4.610857963562012,50000.0,24975.0,160576.0,4.3446617713951525
tho150,6.615272760391235,50000.0,24975.0,8723192.0,7.251507918338682
tai256c,15.12250018119812,50000.0,24975.0,45907646.0,2.5656168750114783
