Instance,Time,Evaluations,Iterations,Objective value,Distance to optimum
els19,2.468270301818848,50021.0,1434.0,17351492.0,0.8072250546519899
chr20b,2.6863882541656494,50000.0,1435.0,2772.0,20.626631853785902
chr22a,2.6093711853027344,50018.0,1434.0,6912.0,12.280701754385966
nug25,2.810632705688477,50009.0,1436.0,3838.0,2.5106837606837606
tai30b,2.5832691192626958,50020.0,1435.0,711865202.0,11.732236895667876
kra30b,3.03489089012146,50020.0,1435.0,99420.0,8.750820389411507
esc32b,3.6258931159973145,50032.0,1437.0,236.0,40.476190476190474
tai50b,3.06937313079834,50009.0,1436.0,498357446.0,8.616842832155145
sko56,3.530810832977295,50010.0,1435.0,35754.0,3.7611004701375585
tai60a,3.0811893939971924,50020.0,1435.0,7648240.0,6.137667670187548
sko64,3.3654656410217285,50032.0,1437.0,50266.0,3.6455111550991792
sko72,3.374802350997925,50020.0,1435.0,69504.0,4.902197536826853
lipa90b,4.437935829162598,50022.0,1435.0,15555539.0,24.539549884587743
sko100d,4.678080320358276,50009.0,1436.0,160284.0,7.158902497726908
sko100c,4.533101558685303,50009.0,1436.0,156560.0,5.882512072067198
sko100e,4.275376796722412,50009.0,1436.0,163590.0,9.681528662420382
sko100a,4.630007743835449,50009.0,1436.0,164140.0,7.98542124445731
sko100b,4.686551570892334,50009.0,1436.0,167766.0,9.016830203392033
tho150,6.593258619308473,50019.0,1436.0,9115032.0,12.069174531972983
tai256c,13.605100393295288,50032.0,1437.0,47087170.0,5.2008773864931825
