Instance,Time,Evaluations,Iterations,Objective value,Distance to optimum
els19,2.594226837158203,50000.0,24975.0,17406426.0,1.1263759438753636
chr20b,2.731705904006958,50000.0,24975.0,3670.0,59.704090513489994
chr22a,2.5866599082946777,50000.0,24975.0,6686.0,8.609486679662119
nug25,2.556032657623291,50000.0,24975.0,3884.0,3.7393162393162394
tai30b,2.887129306793213,50000.0,24975.0,777671015.0,22.060920846745486
kra30b,2.7226238250732417,50000.0,24975.0,94020.0,2.84401662655874
esc32b,2.852095365524292,50000.0,24975.0,232.0,38.095238095238095
tai50b,3.004735946655273,50000.0,24975.0,489656954.0,6.720573438145884
sko56,3.333967924118042,50000.0,24975.0,36068.0,4.67235475071101
tai60a,3.413182258605957,50000.0,24975.0,7651780.0,6.186793657807243
sko64,3.371730089187622,50000.0,24975.0,50246.0,3.6042723411274693
sko72,3.368836641311645,50000.0,24975.0,69172.0,4.401110842791597
lipa90b,3.864107370376587,50000.0,24975.0,15423148.0,23.479611328375036
sko100d,4.085775375366212,50000.0,24975.0,157420.0,5.244156816601594
sko100c,4.309135913848877,50000.0,24975.0,155154.0,4.931625434526788
sko100e,4.0323307514190665,50000.0,24975.0,156224.0,4.742876299027825
sko100a,4.017702579498291,50000.0,24975.0,159166.0,4.713095880317364
sko100b,4.410698890686035,50000.0,24975.0,160522.0,4.3095717720449676
tho150,6.23423171043396,50000.0,24975.0,8663750.0,6.520669466808338
tai256c,13.942382574081421,50000.0,24975.0,46129436.0,3.0611340741880335
