Instance,Time,Evaluations,Iterations,Objective value,Distance to optimum
els19,1.5991604328155518,50310.0,4420.0,22551738.0,31.019172756991004
chr20b,1.8319194316864011,50003.0,4807.0,2904.0,26.37075718015666
chr22a,1.4310400485992432,50001.0,3793.0,6612.0,7.407407407407407
nug25,1.396702766418457,50003.0,3426.0,3798.0,1.4423076923076923
tai30b,1.544640064239502,50000.0,4058.0,715977654.0,12.377715084228164
kra30b,1.6607825756072998,50192.0,3880.0,94650.0,3.533143732224896
esc32b,1.0279788970947266,50005.0,2443.0,192.0,14.285714285714286
tai50b,0.7184250354766846,50326.0,1760.0,509417570.0,11.027393251044938
sko56,0.759526252746582,50029.0,1930.0,36624.0,6.285913285739161
tai60a,1.4594054222106934,50805.0,3610.0,7580038.0,5.191201396843336
sko64,0.7308390140533447,50283.0,1750.0,51166.0,5.501257783826137
sko72,0.8910098075866699,50118.0,2110.0,70882.0,6.982009176527409
lipa90b,1.4640045166015625,51030.0,2410.0,15363487.0,23.001958057365627
sko100d,0.7895817756652832,50265.0,1500.0,161470.0,7.951810450874472
sko100c,1.1432814598083496,50203.0,1740.0,159930.0,8.161664254507581
sko100e,0.8327450752258301,50050.0,1270.0,160192.0,7.403285283271874
sko100a,0.7918341159820557,50239.0,1470.0,165096.0,8.614360337363982
sko100b,0.7493681907653809,50047.0,1390.0,166818.0,8.400805770355449
tho150,0.9600203037261964,50001.0,1147.0,9091484.0,11.779652243748554
tai256c,1.08111834526062,52166.0,460.0,48086098.0,7.432655215696655
