Algorithm,Time,Evaluations,Iterations,Distance to optimum
AGG,4.274289444873207,50016.21052631579,1435.6842105263158,10.788177961981553
AM - 1,0.4706222007149144,53267.57894736842,894.2631578947369,10.640523382748864
AM - 0.1 mej,1.1191696367765729,50303.47368421053,2366.0,9.639526941537067
AM - 0.1,1.1088415948968184,50379.57894736842,2346.5789473684213,8.903154199894102

