Instance,Time,Evaluations,Iterations,Objective value,Distance to optimum
els19,0.00018143653869628904,1.0,0.0,38627698.0,124.41592029256796
chr20b,0.0002884864807128906,1.0,0.0,10704.0,365.79634464751956
chr22a,0.00017547607421875,1.0,0.0,13538.0,119.91552956465237
nug25,0.0001895427703857422,1.0,0.0,4438.0,18.536324786324787
tai30b,0.0001804828643798828,1.0,0.0,1387185541.0,117.72850119629419
kra30b,0.00018787384033203125,1.0,0.0,118490.0,29.610588492671187
esc32b,0.00035190582275390625,1.0,0.0,320.0,90.47619047619048
tai50b,0.00019121170043945312,1.0,0.0,788404422.0,71.83248666169246
sko56,0.0001931190490722656,1.0,0.0,41106.0,19.293052411631553
tai60a,0.0001928806304931641,1.0,0.0,8345630.0,15.815626005243992
sko64,0.0001959800720214844,1.0,0.0,57046.0,17.62546909150893
sko72,0.0002105236053466797,1.0,0.0,76620.0,15.642356918618692
lipa90b,0.00020885467529296875,1.0,0.0,16120066.0,29.0592221683766
sko100d,0.00021767616271972656,1.0,0.0,168316.0,12.528747927474996
sko100c,0.00022125244140625,1.0,0.0,169342.0,14.52705901448648
sko100e,0.00022459030151367188,1.0,0.0,168914.0,13.251089507207508
sko100a,0.0002181529998779297,1.0,0.0,172116.0,13.232720622097078
sko100b,0.0002243518829345703,1.0,0.0,174650.0,13.490155305737865
tho150,0.00024843215942382807,1.0,0.0,9527466.0,17.140044050469434
tai256c,0.0003604888916015625,1.0,0.0,98685678.0,120.48086370620591
