Instance,Time,Evaluations,Iterations,Objective value,Distance to optimum
els19,0.0005242824554443358,1277.0,0.0,24270016.0,41.00187839708566
chr20b,0.0005145072937011719,1173.0,0.0,3356.0,46.04003481288077
chr22a,0.0007476806640625,1897.0,0.0,7306.0,18.680961663417804
nug25,0.0015926361083984375,4254.0,0.0,3828.0,2.2435897435897436
tai30b,0.005669355392456055,14308.0,0.0,782889135.0,22.87994138371229
kra30b,0.003630399703979492,7073.0,0.0,97640.0,6.803762852767447
esc32b,0.0011584758758544922,2222.0,0.0,232.0,38.095238095238095
tai50b,0.029253721237182617,50001.0,0.0,475286729.0,3.5885875857910126
sko56,0.03273153305053711,50001.0,0.0,35704.0,3.615996285332869
tai60a,0.02325057983398437,32847.0,0.0,7487520.0,3.9072923226628173
sko64,0.03768301010131836,50001.0,0.0,51224.0,5.620850344344096
sko72,0.04471611976623535,50001.0,0.0,69718.0,5.225187152861627
lipa90b,0.05147123336791992,50001.0,0.0,15247042.0,22.069685129612317
sko100d,0.062276363372802734,50001.0,0.0,161004.0,7.6402631438198645
sko100c,0.0702357292175293,50001.0,0.0,159892.0,8.135964615655137
sko100e,0.057112455368041985,50001.0,0.0,161634.0,8.370097217566208
sko100a,0.0676267147064209,50001.0,0.0,162456.0,6.877541084985724
sko100b,0.05753135681152344,50001.0,0.0,165680.0,7.6613165247904345
tho150,0.10349798202514647,50001.0,0.0,9056814.0,11.35338514111814
tai256c,0.20327067375183105,50001.0,0.0,94367136.0,110.83249436418724
