Time,Evaluations,Iterations,Objective value,Local search applications,Greedy solutions
100.00671696662903,48842654.0,2401.0,149348,2392.0,323.0
100.01215291023254,49864374.0,2475.0,150208,2468.0,390.0
100.02713322639465,50251151.0,2482.0,149420,2479.0,388.0
100.01958107948303,51453965.0,2566.0,148556,2566.0,289.0
100.05753827095032,40842523.0,1888.0,148226,1861.0,1677.0
100.005863904953,55343068.0,2747.0,149494,2747.0,420.0
100.00757503509521,48010450.0,2408.0,150102,2408.0,204.0
100.01690745353699,49648709.0,2495.0,150210,2495.0,116.0
100.04330205917358,47593095.0,2366.0,149220,2366.0,287.0
100.02479243278503,43390014.0,2152.0,149208,2151.0,244.0
100.01809597015381,52704304.0,2656.0,151218,2656.0,26.0
100.01024913787842,43835131.0,2155.0,148286,2140.0,396.0
100.00017285346985,45543745.0,2190.0,148824,2133.0,762.0
100.00021266937256,39276340.0,1828.0,149184,1811.0,986.0
100.01660132408142,46051550.0,2146.0,148648,2137.0,1665.0
100.05491518974304,45866430.0,2300.0,149784,2297.0,167.0
100.01865363121033,44802221.0,2233.0,149834,2232.0,232.0
100.0150134563446,43664288.0,2131.0,149574,2130.0,509.0
100.0238778591156,40618150.0,2015.0,151450,2015.0,359.0
100.01260662078857,57163844.0,2869.0,149126,2869.0,160.0
100.02793073654175,45338032.0,2185.0,149636,2182.0,1062.0
100.01170086860657,44164329.0,2122.0,149198,2114.0,740.0
100.00802874565125,40569606.0,1900.0,149468,1898.0,1681.0
100.02786445617676,47406266.0,2379.0,150426,2379.0,133.0
100.01093935966492,48110751.0,2336.0,148748,2335.0,976.0
100.00047874450684,52135647.0,2495.0,149646,2494.0,1132.0
100.01046562194824,54711191.0,2697.0,149252,2686.0,582.0
100.01133298873901,41844684.0,2085.0,150102,2082.0,238.0
100.01260185241699,50081187.0,2450.0,148406,2439.0,641.0
100.02132749557495,57820750.0,2871.0,148636,2868.0,178.0
