Time,Evaluations,Iterations,Objective value,Local search applications,Greedy solutions,Reemplacements in the population
657.5086669921875,109604298.0,100.0,44871884,821.0,21.0,782.0
658.2546977996826,106543203.0,99.0,44882024,805.0,13.0,777.0
659.5015399456024,87740410.0,81.0,44875944,660.0,12.0,630.0
658.1788964271545,97209083.0,90.0,44877558,731.0,11.0,697.0
657.9972097873688,92968105.0,86.0,44903006,699.0,11.0,668.0
658.0200922489166,79715102.0,74.0,44917668,601.0,9.0,583.0
657.9099681377411,91664244.0,84.0,44872692,685.0,13.0,644.0
658.6789119243622,91914631.0,83.0,44888510,684.0,20.0,637.0
659.7160336971283,94923879.0,88.0,44886534,716.0,12.0,689.0
655.7710061073303,94274599.0,88.0,44914808,713.0,9.0,685.0
659.4543635845184,104260362.0,95.0,44881588,780.0,20.0,739.0
656.2057452201843,99950106.0,92.0,44861562,751.0,15.0,717.0
659.3220045566559,97793923.0,90.0,44905680,736.0,16.0,699.0
656.1090943813324,94273511.0,88.0,44894266,713.0,9.0,693.0
657.1175920963287,93740335.0,87.0,44869400,708.0,12.0,685.0
660.6425039768219,88065990.0,82.0,44912680,665.0,9.0,652.0
659.9230182170868,96744375.0,89.0,44866414,727.0,15.0,699.0
657.634318113327,81017143.0,75.0,44895518,611.0,11.0,590.0
659.3466498851776,98185102.0,92.0,44902596,745.0,9.0,727.0
660.3101658821106,99163369.0,91.0,44893266,743.0,15.0,718.0
655.5645222663879,93685298.0,88.0,44906090,712.0,8.0,696.0
658.1938560009003,90741554.0,82.0,44873150,675.0,19.0,636.0
658.9109704494476,95774024.0,89.0,44853422,723.0,11.0,700.0
657.8801746368408,98707257.0,92.0,44882512,747.0,11.0,727.0
656.9303021430969,102423138.0,95.0,44873464,774.0,14.0,752.0
655.9931495189667,106858414.0,99.0,44906810,805.0,13.0,782.0
660.0621354579926,94266467.0,87.0,44851956,710.0,14.0,679.0
662.2858672142029,106738322.0,99.0,44878646,805.0,13.0,776.0
659.7956354618073,98966046.0,91.0,44885614,741.0,13.0,714.0
656.8412528038025,92308131.0,86.0,44866818,698.0,10.0,676.0
