Time,Diversity
0.001413583755493164,59
0.001744985580444336,59
0.0043659210205078125,58
0.0068511962890625,56
0.009109020233154297,54
0.011314868927001953,51
0.013550519943237305,46
0.0157930850982666,40
0.01795673370361328,37
0.020120620727539062,24
0.022290468215942383,17
0.024358749389648438,9
0.026401281356811523,5
0.028465986251831055,1
0.030512571334838867,0
0.03242969512939453,5
0.03436565399169922,2
0.0363306999206543,0
0.0382685661315918,0
0.04022789001464844,0
0.0421597957611084,0
0.044133901596069336,0
0.046057701110839844,0
0.04803895950317383,0
0.04999113082885742,3
0.05196213722229004,4
0.053961992263793945,6
0.05592942237854004,10
0.05788087844848633,9
0.05982851982116699,17
0.06175708770751953,7
0.0637357234954834,2
0.06570816040039062,0
0.06766676902770996,0
0.06964635848999023,3
0.07166099548339844,4
0.07362008094787598,0
0.07560610771179199,3
0.0775461196899414,1
0.07949066162109375,7
0.0814213752746582,6
0.08338165283203125,3
0.08531594276428223,7
0.08725404739379883,9
0.08920693397521973,16
0.09114313125610352,17
0.09307098388671875,11
0.09502100944519043,12
0.09695577621459961,17
0.0989828109741211,20
0.10096621513366699,11
0.10290884971618652,8
0.10486769676208496,15
0.10683178901672363,14
0.10876941680908203,8
0.11068487167358398,13
0.11262059211730957,8
0.11458158493041992,11
0.1167449951171875,9
0.11867856979370117,12
0.1206357479095459,12
0.12259936332702637,11
0.12457156181335449,9
0.1265254020690918,5
0.12847042083740234,4
0.13042521476745605,3
0.13238787651062012,5
0.13435602188110352,6
0.13632512092590332,4
0.13828444480895996,5
0.14031362533569336,3
0.14223861694335938,1
0.1441805362701416,4
0.1461334228515625,9
0.14809250831604004,12
0.15004754066467285,17
0.15198349952697754,14
0.15391182899475098,12
0.15587973594665527,12
0.15778827667236328,9
0.15976858139038086,15
0.1617293357849121,7
0.16366124153137207,8
0.16561579704284668,7
0.16756892204284668,13
0.16950130462646484,19
0.17144036293029785,15
0.17337679862976074,18
0.17534804344177246,20
0.17729973793029785,16
0.1792595386505127,12
0.18122553825378418,4
0.18314909934997559,0
0.18506884574890137,0
0.18701577186584473,0
0.18894219398498535,0
0.19090700149536133,0
0.19286417961120605,0
0.19487428665161133,2
0.19685006141662598,6
0.19884228706359863,2
0.2008047103881836,7
0.2027442455291748,4
0.2047438621520996,6
0.20670557022094727,2
0.2086174488067627,0
0.21059131622314453,5
0.21259140968322754,4
0.21452760696411133,6
0.2166883945465088,5
0.21886610984802246,11
0.22102046012878418,7
0.22330188751220703,14
0.22542262077331543,7
0.22780060768127441,5
0.22986745834350586,2
0.2318708896636963,1
0.23389101028442383,0
0.23591327667236328,0
0.23808813095092773,0
0.24016284942626953,1
0.24211931228637695,7
0.24428915977478027,6
0.24626374244689941,5
0.24830174446105957,10
0.2502572536468506,5
0.2524251937866211,5
0.2545316219329834,5
0.2566370964050293,3
0.25873398780822754,10
0.2606930732727051,8
0.26296544075012207,3
0.26531028747558594,4
0.2674427032470703,0
0.2694840431213379,0
0.27169299125671387,0
0.27385377883911133,0
0.27598023414611816,0
0.27811503410339355,0
0.28029346466064453,0
0.2824242115020752,0
0.28467345237731934,0
0.2867603302001953,1
0.2887117862701416,0
0.2909889221191406,0
0.2930328845977783,0
0.2951626777648926,0
0.2971913814544678,3
0.29937171936035156,0
0.3015434741973877,5
0.3036925792694092,2
0.3058319091796875,1
0.3079996109008789,5
0.3101320266723633,5
0.31232500076293945,5
0.31445956230163574,4
0.316619873046875,6
0.3187601566314697,5
0.320842981338501,1
0.3229637145996094,0
0.3250589370727539,0
0.3271799087524414,0
0.3292825222015381,0
0.33139610290527344,0
0.3334767818450928,0
0.3355576992034912,3
0.3376593589782715,0
0.3397963047027588,4
0.3418912887573242,7
0.3440060615539551,3
0.34607982635498047,4
0.3482222557067871,1
0.3503148555755615,3
0.3524317741394043,2
0.35454845428466797,0
0.356691837310791,0
0.3587782382965088,0
0.3608865737915039,3
0.36303210258483887,3
0.3651137351989746,6
0.3672349452972412,7
0.36933302879333496,11
0.3714449405670166,11
0.3735642433166504,8
0.3757016658782959,5
0.37781620025634766,6
0.3799130916595459,7
0.3819594383239746,3
0.3840141296386719,0
0.38603782653808594,0
0.3881092071533203,0
0.39017224311828613,0
0.392230749130249,0
0.39427971839904785,0
0.3963658809661865,0
0.3984105587005615,0
0.40050530433654785,0
0.4025387763977051,0
0.40460729598999023,0
0.4067049026489258,7
0.4087710380554199,2
0.41086626052856445,3
0.41296839714050293,10
0.4150521755218506,4
0.4171102046966553,3
0.41917896270751953,8
0.4212322235107422,1
0.4232964515686035,0
0.4253220558166504,0
0.4273693561553955,0
0.4294147491455078,0
0.4314892292022705,0
0.4335594177246094,0
0.4356801509857178,0
0.43771862983703613,0
0.4398212432861328,0
0.44184398651123047,0
0.44394898414611816,2
0.4460272789001465,3
0.448317289352417,1
0.450453519821167,2
0.4525911808013916,0
0.4546527862548828,1
0.4567527770996094,4
0.45883870124816895,5
0.46087646484375,6
0.4629490375518799,0
0.4650099277496338,0
0.46710634231567383,0
0.46918559074401855,0
0.47123050689697266,0
0.47327733039855957,0
0.4753549098968506,0
0.47742748260498047,0
0.4794960021972656,0
0.4815659523010254,0
0.48363256454467773,0
0.4856901168823242,0
0.4877643585205078,0
0.4898219108581543,0
0.49188947677612305,0
0.4939584732055664,0
0.4960358142852783,0
0.4981346130371094,0
0.5002250671386719,0
0.5022506713867188,0
0.5043418407440186,0
0.5064005851745605,0
0.508430004119873,0
0.5104620456695557,0
0.5124845504760742,0
0.514507532119751,0
0.5165371894836426,0
0.5185823440551758,0
0.5206763744354248,0
0.5227260589599609,0
0.5247788429260254,1
0.526836633682251,1
