Time,Evaluations,Iterations,Objective value
0.28793787956237793,50324.0,113.0,45031372
0.2946462631225586,50259.0,113.0,45090762
0.2890193462371826,50297.0,113.0,45069452
0.5890307426452637,50221.0,113.0,45009788
0.6168708801269531,50424.0,113.0,45069826
0.2888476848602295,50464.0,113.0,45190000
0.2840747833251953,50173.0,112.0,45226802
0.29272985458374023,50438.0,113.0,45099424
0.5667381286621094,50202.0,112.0,45159290
0.3175387382507324,50250.0,113.0,45134818
0.32927942276000977,50066.0,112.0,45067480
0.6026225090026855,50228.0,113.0,45174730
0.3095223903656006,50279.0,112.0,45193896
0.5842938423156738,50034.0,112.0,45002470
0.29178690910339355,50048.0,112.0,45018154
0.5402636528015137,50382.0,113.0,45036788
0.5987124443054199,50447.0,113.0,45127506
0.31745004653930664,50026.0,112.0,45118798
0.5473887920379639,50257.0,113.0,45024250
0.31191468238830566,50285.0,112.0,45041954
0.30715131759643555,50090.0,112.0,45154800
0.30904364585876465,50291.0,113.0,45197306
0.28699254989624023,50080.0,113.0,45152518
0.5720999240875244,50407.0,113.0,45022730
0.3070790767669678,50295.0,113.0,45099578
0.2874321937561035,50191.0,112.0,45073168
0.31627368927001953,50073.0,113.0,45012946
0.5585012435913086,50442.0,113.0,45035814
0.2877938747406006,50145.0,112.0,45102976
0.27929067611694336,50153.0,112.0,45117638
