Time,Objective value
0.009083032608032227,177330
0.011709451675415039,177330
0.14116168022155762,158084
0.23357033729553223,158060
0.3106262683868408,157966
0.40395331382751465,157886
0.4812142848968506,157886
0.5654282569885254,157886
0.6343858242034912,157886
0.7150154113769531,157886
0.8145601749420166,157886
0.9185788631439209,157776
1.02349853515625,157776
1.106982707977295,157774
1.2105841636657715,157672
1.278299331665039,157672
1.4328877925872803,156854
1.5625972747802734,155986
1.630070686340332,155986
1.7476470470428467,155840
1.8394460678100586,155840
1.9014527797698975,155830
1.9795844554901123,155830
2.0366549491882324,155830
2.115967273712158,155830
2.190401315689087,155830
2.256657361984253,155830
2.3227124214172363,155830
2.4175236225128174,155802
2.503784418106079,155802
2.573779821395874,155802
2.6847312450408936,155802
2.7761282920837402,155802
2.8964571952819824,155714
3.0006682872772217,155714
3.063610792160034,155714
3.14591121673584,155714
3.2423436641693115,155714
3.3188674449920654,155714
3.3942642211914062,155714
3.4697301387786865,155714
3.5787203311920166,155714
3.6550676822662354,155714
3.758469820022583,155714
3.855515241622925,155714
3.9245002269744873,155714
4.048560619354248,155714
4.188165187835693,155714
4.279672861099243,155714
4.411453723907471,155714
4.509436845779419,155714
4.605613946914673,155714
4.722862720489502,155714
4.854877710342407,155714
5.02191948890686,155714
5.190780878067017,155714
5.331620216369629,155714
5.457446813583374,155714
5.56833291053772,155714
5.726863861083984,155714
5.866857051849365,155714
6.054070472717285,155714
6.222072601318359,155714
6.376720666885376,155714
6.620701551437378,155714
6.798954010009766,155714
7.0102221965789795,155714
7.160843372344971,155714
7.335510730743408,155714
7.538483142852783,155714
7.787677049636841,155714
8.02047061920166,155714
8.336540937423706,155714
8.610183000564575,155714
8.930623054504395,155714
9.170366048812866,155714
9.359252214431763,155714
9.535704374313354,155714
9.69788408279419,155714
9.873112678527832,155714
10.027448892593384,155714
10.237604141235352,155714
10.434783220291138,155714
10.555620908737183,155714
10.764756202697754,155714
10.913506746292114,155714
11.109663486480713,155714
11.293055057525635,155714
11.50297236442566,155714
11.658960342407227,155714
11.771663188934326,155714
11.951902866363525,155714
12.161828756332397,155714
12.27630352973938,155714
12.471391677856445,155714
12.598071098327637,155714
12.821298599243164,155714
12.95597767829895,155714
13.110097646713257,155714
13.271197080612183,155714
13.411415100097656,155714
13.529165744781494,155714
13.687194347381592,155714
13.839851379394531,155714
13.978627681732178,155714
14.1239755153656,155714
14.289253234863281,155714
14.428672075271606,155714
14.587241411209106,155714
14.747424125671387,155714
14.871477842330933,155714
14.96604323387146,155714
15.100515365600586,155714
15.236564636230469,155714
15.365188360214233,155714
15.439022779464722,155714
15.524168729782104,155714
15.60874080657959,155714
15.700173616409302,155714
15.777467727661133,155714
15.84728217124939,155714
15.916728496551514,155714
15.985890626907349,155714
16.048015594482422,155714
16.09563374519348,155714
16.149754285812378,155714
16.20402693748474,155714
16.26532793045044,155714
16.305946111679077,155714
16.352391481399536,155714
16.39234209060669,155714
16.43877387046814,155714
16.485583782196045,155714
16.532293558120728,155714
16.57202172279358,155714
16.611387729644775,155714
16.657860040664673,155714
16.697609901428223,155714
16.736923456192017,155714
16.783239603042603,155714
16.823018550872803,155714
16.86945414543152,155714
16.916244506835938,155714
16.955917835235596,155714
16.995245933532715,155714
17.034518003463745,155714
17.073816537857056,155714
17.113099098205566,155714
17.15231490135193,155714
17.191617012023926,155714
17.230857372283936,155714
17.27010703086853,155714
17.309404850006104,155714
17.348649978637695,155714
17.38785481452942,155714
17.42710256576538,155714
17.466301679611206,155714
17.50555992126465,155714
17.544825077056885,155714
17.58406686782837,155714
17.623310327529907,155714
17.66251802444458,155714
17.701785564422607,155714
17.741007804870605,155714
17.78025722503662,155714
17.819542169570923,155714
17.85879349708557,155714
17.89798378944397,155714
17.937203884124756,155714
17.976524829864502,155714
18.01572871208191,155714
18.054922580718994,155714
18.09424114227295,155714
18.133551836013794,155714
18.172847032546997,155714
18.21208930015564,155714
18.251420736312866,155714
18.290656089782715,155714
18.330017805099487,155714
18.369261264801025,155714
18.408594608306885,155714
18.44780158996582,155714
18.48714566230774,155714
18.526379346847534,155714
18.56570839881897,155714
18.604960441589355,155714
18.64430260658264,155714
18.683528184890747,155714
18.722856760025024,155714
18.76206135749817,155714
18.801287412643433,155714
18.840582609176636,155714
18.879852771759033,155714
18.919045209884644,155714
18.958250522613525,155714
18.997591018676758,155714
19.03687071800232,155714
19.076058387756348,155714
19.11540174484253,155714
19.15467071533203,155714
19.193881034851074,155714
19.233144998550415,155714
19.272422313690186,155714
19.311639308929443,155714
19.350923538208008,155714
19.390183687210083,155714
19.429408073425293,155714
19.46866536140442,155714
19.507877111434937,155714
19.54711389541626,155714
19.600587129592896,155714
19.68085503578186,155714
19.76085925102234,155714
19.775856733322144,155714
19.790923595428467,155714
19.80597996711731,155714
19.82101535797119,155714
19.836320877075195,155714
19.850863456726074,155714
19.865907669067383,155714
19.88097643852234,155714
19.8957679271698,155714
19.91054654121399,155714
19.92561674118042,155714
19.940637588500977,155714
19.955715656280518,155714
19.971073389053345,155714
19.98564887046814,155714
20.000691890716553,155714
20.015763521194458,155714
20.03050208091736,155714
20.045195817947388,155714
20.060255765914917,155714
20.075368642807007,155714
20.090428113937378,155714
20.10636281967163,155714
20.121052980422974,155714
20.135778427124023,155714
20.150702238082886,155714
20.165791273117065,155714
20.180828332901,155714
20.19585633277893,155714
20.210943460464478,155714
20.225463151931763,155714
20.240089893341064,155714
20.254727125167847,155714
20.26974105834961,155714
20.28478479385376,155714
20.299598455429077,155714
20.3146493434906,155714
20.329351902008057,155714
20.34408974647522,155714
20.358824253082275,155714
20.37350606918335,155714
20.388240575790405,155714
20.40293550491333,155714
20.41746211051941,155714
20.43250346183777,155714
20.44750475883484,155714
20.462480306625366,155714
20.478084087371826,155714
20.492955684661865,155714
20.507697582244873,155714
20.522443294525146,155714
20.537166595458984,155714
20.552210330963135,155714
20.5672345161438,155714
20.58223533630371,155714
20.597891092300415,155714
20.612700939178467,155714
20.627421617507935,155714
20.64214301109314,155714
20.65678071975708,155714
20.671480894088745,155714
20.686185598373413,155714
20.70106029510498,155714
20.716102600097656,155714
20.731123685836792,155714
20.74615502357483,155714
20.76138997077942,155714
20.77589511871338,155714
20.790605068206787,155714
20.805274963378906,155714
20.82001042366028,155714
20.83469796180725,155714
20.849327087402344,155714
20.864378929138184,155714
20.87939143180847,155714
20.894229412078857,155714
20.90939736366272,155714
20.924100875854492,155714
20.93882441520691,155714
20.95364785194397,155714
20.968683004379272,155714
20.98375701904297,155714
20.998805046081543,155714
21.014198064804077,155714
21.02898669242859,155714
21.043928623199463,155714
21.0589599609375,155714
21.074041604995728,155714
21.089073419570923,155714
21.10427498817444,155714
21.11896848678589,155714
21.133723735809326,155714
21.148493766784668,155714
21.16324019432068,155714
21.17804217338562,155714
21.193118572235107,155714
21.20820379257202,155714
21.22332501411438,155714
21.238511562347412,155714
21.25413703918457,155714
21.268944025039673,155714
21.283711433410645,155714
21.298505067825317,155714
21.313212633132935,155714
21.328033447265625,155714
21.342780828475952,155714
21.35754418373108,155714
21.372255563735962,155714
21.387016534805298,155714
21.401782035827637,155714
21.416517972946167,155714
21.431356191635132,155714
21.44613814353943,155714
21.46088194847107,155714
21.475522756576538,155714
21.490245580673218,155714
21.504984855651855,155714
21.51983642578125,155714
21.53492283821106,155714
21.549997806549072,155714
21.56511402130127,155714
21.580537796020508,155714
21.595958471298218,155714
21.610741138458252,155714
21.625489711761475,155714
21.640169620513916,155714
21.654921054840088,155714
21.669700384140015,155714
21.684438467025757,155714
21.699251413345337,155714
21.71399235725403,155714
21.728752374649048,155714
21.743456840515137,155714
21.758336067199707,155714
21.773423194885254,155714
21.788495302200317,155714
21.80351948738098,155714
21.81907081604004,155714
21.833627939224243,155714
21.848278045654297,155714
21.863044500350952,155714
21.877803802490234,155714
21.89252758026123,155714
21.907307863235474,155714
21.92205262184143,155714
21.93679666519165,155714
21.951469659805298,155714
21.96623182296753,155714
21.980953216552734,155714
21.995697021484375,155714
22.01050567626953,155714
22.02533769607544,155714
22.04043698310852,155714
22.055508136749268,155714
22.07058024406433,155714
22.085764169692993,155714
22.1013925075531,155714
22.11628484725952,155714
22.131073236465454,155714
22.14586091041565,155714
22.160540342330933,155714
22.175318002700806,155714
22.190093755722046,155714
22.204850673675537,155714
22.219636917114258,155714
22.234414100646973,155714
22.249184370040894,155714
22.263874530792236,155714
22.278628826141357,155714
22.29354476928711,155714
22.30859684944153,155714
22.323689460754395,155714
22.338772535324097,155714
22.353750705718994,155714
22.36917734146118,155714
22.383936405181885,155714
22.398698091506958,155714
22.41338562965393,155714
22.428216695785522,155714
22.443005084991455,155714
22.45777463912964,155714
22.472474575042725,155714
22.487201690673828,155714
22.50197434425354,155714
22.51667833328247,155714
22.531474590301514,155714
22.546207189559937,155714
22.560967922210693,155714
22.575705528259277,155714
22.590585708618164,155714
22.605695009231567,155714
22.620750427246094,155714
22.635853052139282,155714
22.6511332988739,155714
22.666669368743896,155714
22.681476593017578,155714
22.69631791114807,155714
22.71107530593872,155714
22.72585105895996,155714
22.740528106689453,155714
22.7552809715271,155714
22.7700297832489,155714
22.784766674041748,155714
22.799564838409424,155714
22.81435513496399,155714
22.82911515235901,155714
22.8437922000885,155714
22.858559608459473,155714
22.873311758041382,155714
22.888044834136963,155714
22.902957439422607,155714
22.9180588722229,155714
22.933127403259277,155714
22.948200464248657,155714
22.96346354484558,155714
22.97901153564453,155714
22.99370837211609,155714
23.008345127105713,155714
23.023152112960815,155714
23.03793978691101,155714
23.05270266532898,155714
23.06745219230652,155714
23.082196474075317,155714
23.096960306167603,155714
23.111669063568115,155714
23.12659525871277,155714
23.141549587249756,155714
23.15660309791565,155714
23.17166566848755,155714
23.186734199523926,155714
23.201709508895874,155714
23.216751098632812,155714
23.231796741485596,155714
23.246845245361328,155714
23.26217746734619,155714
23.276949882507324,155714
23.291892051696777,155714
23.30693483352661,155714
23.321949243545532,155714
23.336967706680298,155714
23.352128267288208,155714
23.36657953262329,155714
23.38100790977478,155714
23.396072387695312,155714
23.41108226776123,155714
23.425968170166016,155714
23.44114875793457,155714
23.456201553344727,155714
23.47123074531555,155714
23.486279249191284,155714
23.501466035842896,155714
23.51608157157898,155714
23.52735996246338,155714
23.535984754562378,155714
23.544601678848267,155714
23.55322551727295,155714
23.561863899230957,155714
23.57050848007202,155714
23.579148292541504,155714
23.58773446083069,155714
23.596364736557007,155714
23.604995489120483,155714
23.613620042800903,155714
23.622222423553467,155714
23.630844593048096,155714
23.63945722579956,155714
23.64808225631714,155714
23.65671706199646,155714
23.66535472869873,155714
23.673966646194458,155714
23.68258309364319,155714
23.691169023513794,155714
23.69980549812317,155714
23.708417892456055,155714
23.717015743255615,155714
23.725640058517456,155714
23.73432993888855,155714
23.742939233779907,155714
23.751534461975098,155714
23.76017451286316,155714
23.76879620552063,155714
23.77742075920105,155714
23.786082983016968,155714
23.79471778869629,155714
23.803328037261963,155714
23.811957597732544,155714
23.820576429367065,155714
23.829196453094482,155714
23.837825536727905,155714
23.846436977386475,155714
23.855082988739014,155714
23.86370038986206,155714
23.87231683731079,155714
23.88091731071472,155714
23.889572620391846,155714
23.898202419281006,155714
23.906846523284912,155714
23.915469646453857,155714
23.924055576324463,155714
23.932678699493408,155714
23.941301107406616,155714
23.949931621551514,155714
23.958555698394775,155714
23.967180013656616,155714
23.97580862045288,155714
23.984421968460083,155714
23.993035078048706,155714
24.001628875732422,155714
24.010246515274048,155714
24.018873929977417,155714
24.027515411376953,155714
24.03613591194153,155714
24.04477882385254,155714
24.053374767303467,155714
24.061959505081177,155714
24.07057476043701,155714
24.07918667793274,155714
24.087823629379272,155714
24.096431732177734,155714
24.105056524276733,155714
24.113740921020508,155714
24.12240719795227,155714
24.131020069122314,155714
