Time,Evaluations,Iterations,Objective value,Local search applications,Greedy solutions,Reemplacements in GADEGD
100.13641023635864,52627390.0,893.0,150866,894.0,894.0,0.0
100.02230978012085,57488085.0,974.0,151194,975.0,975.0,0.0
100.01531553268433,46713903.0,792.0,151056,793.0,793.0,0.0
100.07608222961426,40370333.0,692.0,151070,693.0,693.0,0.0
100.02221345901489,60064527.0,1029.0,150960,1030.0,1030.0,0.0
100.03699970245361,47887877.0,816.0,150848,817.0,817.0,0.0
100.13853788375854,42369945.0,720.0,151018,721.0,721.0,0.0
100.03226017951965,49250033.0,839.0,150850,840.0,840.0,0.0
100.07239294052124,44671968.0,764.0,151040,765.0,765.0,0.0
100.10204529762268,28301367.0,479.0,151194,480.0,480.0,0.0
100.07869100570679,31115585.0,532.0,150944,533.0,533.0,0.0
100.04537844657898,48684032.0,840.0,150922,841.0,841.0,0.0
100.03138160705566,49209861.0,842.0,151024,843.0,843.0,0.0
100.0249228477478,57856992.0,993.0,150942,994.0,994.0,0.0
100.02928233146667,47927794.0,816.0,150660,817.0,817.0,0.0
100.02228808403015,58546582.0,993.0,150752,994.0,994.0,0.0
100.12697672843933,45662566.0,786.0,150966,787.0,787.0,0.0
100.0310070514679,31459577.0,537.0,150976,538.0,538.0,0.0
100.1620044708252,49083206.0,842.0,151056,843.0,843.0,0.0
100.08371496200562,42265945.0,722.0,150816,723.0,723.0,0.0
100.27146005630493,47056758.0,816.0,151002,817.0,817.0,0.0
100.09831357002258,57200863.0,976.0,150836,977.0,977.0,0.0
100.11047387123108,53804999.0,931.0,151120,932.0,932.0,0.0
100.10351943969727,45809820.0,781.0,150954,782.0,782.0,0.0
100.09288215637207,50057175.0,856.0,150972,857.0,857.0,0.0
100.10410809516907,48946887.0,841.0,150794,842.0,842.0,0.0
100.01634860038757,28741559.0,493.0,150962,494.0,494.0,0.0
100.08233451843262,59021570.0,1006.0,150844,1007.0,1007.0,0.0
100.01277422904968,45268406.0,763.0,150800,764.0,764.0,0.0
100.07132959365845,40215415.0,695.0,150964,696.0,696.0,0.0
