Time,Evaluations,Iterations,Objective value
4.6589515209198,1374004.0,24.0,151308
2.8781468868255615,1379750.0,24.0,151446
3.7151288986206055,1356175.0,24.0,151336
2.5335538387298584,1309629.0,24.0,151448
3.560373306274414,1382106.0,24.0,151154
4.667708873748779,1342104.0,24.0,151552
4.051197528839111,1370912.0,24.0,151142
3.1055493354797363,1384262.0,24.0,151600
2.2512452602386475,1340680.0,24.0,150740
2.4475395679473877,1347372.0,24.0,150986
2.790207862854004,1310900.0,24.0,151218
2.2517025470733643,1342308.0,24.0,151014
2.8416056632995605,1365294.0,24.0,151292
4.384118318557739,1332105.0,24.0,151340
2.4144136905670166,1365253.0,24.0,151110
2.556560754776001,1341864.0,24.0,151282
2.2219576835632324,1322420.0,24.0,151612
4.671356678009033,1329481.0,24.0,151390
3.4141011238098145,1352282.0,24.0,151660
2.281282901763916,1359893.0,24.0,151370
2.2815723419189453,1359079.0,24.0,150758
2.441279411315918,1341088.0,24.0,151368
2.304358720779419,1376707.0,24.0,151686
2.250152349472046,1343107.0,24.0,151368
2.255452871322632,1342078.0,24.0,151502
2.7650089263916016,1326180.0,24.0,151596
4.169616937637329,1334889.0,24.0,151674
3.5682687759399414,1376312.0,24.0,151194
4.21968412399292,1366079.0,24.0,151278
4.5108115673065186,1304120.0,24.0,151146
