Time,Evaluations,Iterations,Objective value
2.4573206901550293,1260737.0,24.0,154568
2.2237353324890137,1263397.0,24.0,154432
2.2204878330230713,1263906.0,24.0,154674
2.2148804664611816,1260850.0,24.0,154460
2.22935152053833,1262426.0,24.0,153984
3.417635440826416,1262363.0,24.0,154746
2.288323163986206,1260048.0,24.0,154296
2.800297260284424,1264358.0,24.0,154604
4.2398011684417725,1262606.0,24.0,154530
2.2167060375213623,1261613.0,24.0,154364
2.606701612472534,1261023.0,24.0,154616
2.9283926486968994,1262545.0,24.0,154446
2.2218310832977295,1262328.0,24.0,154678
4.261622190475464,1262315.0,24.0,154612
4.422712802886963,1263652.0,24.0,154326
4.276803016662598,1262180.0,24.0,154288
2.296821117401123,1261650.0,24.0,154776
2.2215416431427,1263935.0,24.0,153600
2.4596877098083496,1262703.0,24.0,154248
3.921171188354492,1264387.0,24.0,154772
2.2343060970306396,1263132.0,24.0,154680
2.2284300327301025,1261962.0,24.0,154742
2.244053363800049,1259677.0,24.0,154656
3.807136058807373,1261634.0,24.0,154476
2.583019971847534,1260730.0,24.0,154584
2.7232251167297363,1262114.0,24.0,154202
2.3932533264160156,1259539.0,24.0,154480
3.830145835876465,1262131.0,24.0,154686
2.2691338062286377,1260494.0,24.0,154692
2.219144582748413,1261600.0,24.0,154508
