Time,Evaluations,Iterations,Objective value,Local search applications,Greedy solutions,Reemplacements in the population
100.03738808631897,20373344.0,947.0,153814,947.0,6220.0,22505.0
100.0126600265503,3921594.0,8378.0,153708,175.0,635.0,4203.0
100.06674265861511,17449049.0,798.0,154374,798.0,5718.0,21047.0
100.00576257705688,6225328.0,5467.0,154404,273.0,2224.0,10688.0
100.01169323921204,4441990.0,7585.0,153106,194.0,939.0,5823.0
100.00899744033813,16681514.0,2291.0,154834,773.0,4251.0,18104.0
100.01457905769348,5825332.0,6600.0,153556,252.0,2288.0,10166.0
100.11501383781433,11299179.0,461.0,155102,461.0,8620.0,32483.0
100.07926988601685,23971309.0,1145.0,155612,1145.0,5043.0,16624.0
100.01891827583313,7699651.0,4157.0,154110,331.0,3612.0,15203.0
100.0376124382019,18508872.0,819.0,153356,819.0,7366.0,32725.0
100.00956439971924,9013002.0,7387.0,152862,375.0,1443.0,6177.0
100.01558566093445,4246691.0,8858.0,155356,193.0,638.0,4377.0
100.01227307319641,10804684.0,5619.0,154334,489.0,1609.0,7574.0
100.00954842567444,3487892.0,9210.0,155072,159.0,482.0,3458.0
100.06158518791199,17187912.0,789.0,155166,789.0,6076.0,20221.0
100.01488518714905,11241251.0,466.0,154906,466.0,8130.0,30453.0
100.00572729110718,5805464.0,6958.0,154474,259.0,1743.0,8821.0
100.0066819190979,3981004.0,8320.0,153374,168.0,423.0,3806.0
100.00501012802124,14904614.0,5218.0,153900,653.0,3347.0,12497.0
100.00972628593445,4177897.0,8480.0,154350,186.0,793.0,4801.0
100.01443457603455,7504671.0,7360.0,153606,342.0,1212.0,6566.0
100.00596356391907,15295923.0,4631.0,153510,724.0,3011.0,12371.0
100.00319242477417,3942866.0,8239.0,154848,176.0,543.0,4209.0
100.01859307289124,30949075.0,1504.0,154620,1504.0,4109.0,13055.0
100.1062273979187,24160607.0,1138.0,154430,1138.0,4373.0,13863.0
100.00755977630615,3193970.0,9355.0,155068,145.0,296.0,2498.0
100.00668668746948,5749643.0,6739.0,153534,251.0,2043.0,9293.0
100.00889873504639,5701498.0,6668.0,153506,249.0,1883.0,8844.0
100.01275968551636,5271785.0,6296.0,154074,234.0,820.0,4754.0
