Time,Evaluations,Iterations,Objective value
0.02850937843322754,50159.0,229.0,6784
0.032468318939208984,50190.0,229.0,7122
0.02921438217163086,50050.0,229.0,7152
0.045938730239868164,50110.0,229.0,7116
0.029790401458740234,50185.0,229.0,7070
0.03158688545227051,50112.0,229.0,7028
0.02949810028076172,50102.0,229.0,7310
0.030160903930664062,50156.0,229.0,6622
0.030478715896606445,50188.0,229.0,6718
0.030254364013671875,50136.0,229.0,7146
0.029572010040283203,50130.0,229.0,6832
0.029737234115600586,50185.0,229.0,6820
0.02936387062072754,50135.0,229.0,6608
0.036493778228759766,50189.0,229.0,7042
0.029800891876220703,50183.0,229.0,6800
0.03174090385437012,50082.0,229.0,7258
0.02972865104675293,50183.0,229.0,7044
0.029494762420654297,50184.0,229.0,6824
0.029439449310302734,50116.0,229.0,6758
0.03142356872558594,50096.0,229.0,7386
0.029235124588012695,50188.0,229.0,7038
0.03061699867248535,50175.0,229.0,7036
0.02975749969482422,50182.0,229.0,6922
0.029611825942993164,50116.0,229.0,7120
0.03126955032348633,50186.0,229.0,6606
0.030272960662841797,50184.0,229.0,7080
0.029763460159301758,50185.0,229.0,7246
0.029653549194335938,50183.0,229.0,7174
0.030577898025512695,50187.0,229.0,7202
0.030319929122924805,50070.0,229.0,6956
