Time,Evaluations,Iterations,Objective value,Local search applications,Greedy solutions,Reemplacements in the population
656.0460538864136,90076324.0,381.0,44861778,382.0,382.0,0.0
656.3370079994202,88896422.0,371.0,44856492,372.0,372.0,0.0
657.1569972038269,87994218.0,374.0,44868984,375.0,375.0,0.0
656.6724209785461,86743431.0,365.0,44867858,366.0,366.0,0.0
656.4380457401276,91794892.0,389.0,44872920,390.0,390.0,0.0
655.6938240528107,86910033.0,370.0,44853926,371.0,371.0,0.0
656.1403276920319,102225275.0,433.0,44858034,434.0,434.0,0.0
656.072901725769,87544760.0,371.0,44866030,372.0,372.0,0.0
655.851015329361,92602310.0,385.0,44877364,386.0,386.0,0.0
655.6946241855621,88761940.0,383.0,44862770,384.0,384.0,0.0
656.4451706409454,86707378.0,368.0,44868628,369.0,369.0,0.0
656.0877089500427,89741469.0,372.0,44879362,373.0,373.0,0.0
657.1841287612915,87665484.0,368.0,44870994,369.0,369.0,0.0
656.7079346179962,84853555.0,357.0,44867668,358.0,358.0,0.0
656.0133078098297,88287478.0,378.0,44870534,379.0,379.0,0.0
656.4282913208008,89014429.0,371.0,44860808,372.0,372.0,0.0
656.259535074234,89217021.0,372.0,44875624,373.0,373.0,0.0
655.7805404663086,86079022.0,360.0,44862794,361.0,361.0,0.0
655.9698145389557,91305525.0,380.0,44867204,381.0,381.0,0.0
656.2026748657227,90388105.0,384.0,44865926,385.0,385.0,0.0
656.6492338180542,91990774.0,390.0,44851908,391.0,391.0,0.0
656.4389243125916,88190922.0,372.0,44851630,373.0,373.0,0.0
655.7151222229004,85927047.0,359.0,44847212,360.0,360.0,0.0
656.0938184261322,86802452.0,364.0,44861502,365.0,365.0,0.0
655.689614534378,75793124.0,319.0,44871414,320.0,320.0,0.0
655.8125896453857,92769303.0,393.0,44871716,394.0,394.0,0.0
655.9773752689362,90324750.0,388.0,44875432,389.0,389.0,0.0
656.1845588684082,88010315.0,370.0,44861200,371.0,371.0,0.0
655.4392640590668,90473466.0,382.0,44866582,383.0,383.0,0.0
656.2105548381805,86790819.0,366.0,44857966,367.0,367.0,0.0
