Time,Evaluations,Iterations,Objective value,Local search applications,Greedy solutions,Reemplacements in the population
81.06403756141663,2074564.0,629.0,15180433,0.0,7441.0,36080.0
81.02697849273682,2889250.0,1032.0,15152378,0.0,11021.0,52328.0
81.08146905899048,2364718.0,769.0,15144731,0.0,9424.0,44121.0
81.0467050075531,2581791.0,852.0,15125928,0.0,10085.0,47535.0
81.07272911071777,2248791.0,765.0,15146331,0.0,9181.0,41336.0
81.03053951263428,2341615.0,760.0,15178149,0.0,9143.0,42697.0
81.03461170196533,2867149.0,935.0,15153605,0.0,11597.0,52250.0
81.13637256622314,2585753.0,869.0,15198740,0.0,10115.0,46819.0
81.05376863479614,2859985.0,885.0,15090174,0.0,12437.0,54260.0
81.11492538452148,2773576.0,873.0,15118435,0.0,11528.0,51994.0
81.07544755935669,2253983.0,680.0,15164672,0.0,8877.0,40960.0
81.03560662269592,2318253.0,700.0,15134069,0.0,9331.0,42464.0
81.15758967399597,2654870.0,760.0,15166488,0.0,11159.0,48554.0
81.02526950836182,1980046.0,654.0,15169657,0.0,7562.0,35323.0
81.05505132675171,2585935.0,856.0,15119855,0.0,10850.0,48601.0
81.06993699073792,2422680.0,854.0,15193769,0.0,9400.0,45238.0
81.02375936508179,2405165.0,773.0,15200131,0.0,9613.0,44532.0
81.08537435531616,2791076.0,919.0,15174573,0.0,11164.0,50655.0
81.12555932998657,2376003.0,805.0,15177609,0.0,9453.0,44146.0
81.00598526000977,2436918.0,804.0,15193157,0.0,9368.0,43618.0
81.19431447982788,2840926.0,839.0,15129352,0.0,12000.0,52430.0
81.0532455444336,2690166.0,863.0,15131365,0.0,10761.0,49228.0
81.1196699142456,2404994.0,863.0,15151967,0.0,8798.0,43503.0
81.03350257873535,2756379.0,931.0,15107597,0.0,11204.0,52146.0
81.00288963317871,2116662.0,4056.0,15188176,0.0,6319.0,30732.0
81.04682731628418,2785535.0,872.0,15132983,0.0,11555.0,51531.0
81.0486741065979,2619511.0,878.0,15149916,0.0,10476.0,47746.0
81.07464671134949,2548114.0,867.0,15157133,0.0,9548.0,45638.0
81.06025981903076,2479738.0,845.0,15212446,0.0,9026.0,43309.0
81.027108669281,2291944.0,722.0,15197603,0.0,8600.0,40412.0
