Time,Evaluations,Iterations,Objective value,Local search applications,Greedy solutions
3.0002336502075195,28284.0,1597.0,17429908,0.0,2716.0
3.0020196437835693,28408.0,1601.0,18746436,0.0,2776.0
3.002281904220581,24982.0,1415.0,17212548,0.0,2326.0
3.0001015663146973,19761.0,1102.0,17997928,0.0,2113.0
3.0002310276031494,29581.0,1675.0,17466004,0.0,2765.0
3.002246141433716,20817.0,1173.0,17212548,0.0,2033.0
3.0015697479248047,19990.0,1136.0,18056342,0.0,1798.0
3.0003771781921387,28520.0,1658.0,22151688,0.0,1976.0
3.000663995742798,45823.0,2782.0,18158016,0.0,1295.0
3.000840663909912,18902.0,1070.0,18123454,0.0,1766.0
3.000084161758423,23367.0,1325.0,17458146,0.0,2151.0
3.00164794921875,26408.0,1475.0,21112254,0.0,2792.0
3.0007741451263428,16185.0,914.0,18637460,0.0,1545.0
3.0004265308380127,26639.0,1607.0,20443582,0.0,911.0
3.001373052597046,19784.0,1100.0,18005652,0.0,2168.0
3.00040864944458,26863.0,1491.0,20511138,0.0,2991.0
3.000319719314575,18485.0,1046.0,19623102,0.0,1733.0
3.0028018951416016,16630.0,941.0,17218370,0.0,1558.0
3.000764846801758,29323.0,1664.0,17554410,0.0,2683.0
3.000626564025879,28253.0,1581.0,20437814,0.0,2941.0
3.000649929046631,27259.0,1510.0,18005652,0.0,3083.0
3.000757932662964,29397.0,1664.0,22580388,0.0,2757.0
3.000051975250244,25815.0,1442.0,19286104,0.0,2727.0
3.0005385875701904,23213.0,1292.0,23295534,0.0,2525.0
3.001098394393921,29049.0,1643.0,17429908,0.0,2745.0
3.0045888423919678,19252.0,1072.0,17997928,0.0,2084.0
3.003138780593872,21093.0,1195.0,17427360,0.0,1957.0
3.000749111175537,15223.0,853.0,21958358,0.0,1559.0
3.0011093616485596,19856.0,1107.0,23236224,0.0,2128.0
3.001797914505005,15677.0,884.0,18576772,0.0,1517.0
