Time,Evaluations,Iterations,Objective value
0.39684438705444336,367729.0,24.0,7716378
0.46093320846557617,364011.0,24.0,7768658
0.39638710021972656,368014.0,24.0,7721798
0.6585550308227539,369499.0,24.0,7707044
0.39978981018066406,370218.0,24.0,7713956
0.7704460620880127,363752.0,24.0,7766250
0.7799532413482666,364100.0,24.0,7742034
0.39763498306274414,368244.0,24.0,7758340
0.3912358283996582,361168.0,24.0,7751122
0.5658583641052246,367938.0,24.0,7751100
0.39504170417785645,365424.0,24.0,7686734
0.6347706317901611,367587.0,24.0,7745412
0.7802789211273193,369714.0,24.0,7744834
0.3967728614807129,368004.0,24.0,7743662
0.7866377830505371,369386.0,24.0,7709674
0.3927273750305176,365123.0,24.0,7739066
0.5790286064147949,363199.0,24.0,7746850
0.39689183235168457,367267.0,24.0,7734566
0.4232594966888428,364078.0,24.0,7776462
0.7947971820831299,369141.0,24.0,7713034
0.38931703567504883,361107.0,24.0,7740236
0.39994168281555176,367864.0,24.0,7754332
0.39470815658569336,366111.0,24.0,7765936
0.39211249351501465,363763.0,24.0,7759346
0.39052343368530273,362689.0,24.0,7756626
0.38937830924987793,360097.0,24.0,7770182
0.7819540500640869,366136.0,24.0,7731562
0.7693593502044678,363432.0,24.0,7765532
0.6735119819641113,370152.0,24.0,7723580
0.3976302146911621,369663.0,24.0,7700568
