Time,Evaluations,Iterations,Objective value
0.06578493118286133,50521.0,133.0,68666
0.06654024124145508,50128.0,134.0,68390
0.12279915809631348,50215.0,135.0,68952
0.06495785713195801,50018.0,134.0,68802
0.09046387672424316,50668.0,136.0,68100
0.06645321846008301,50450.0,136.0,68750
0.06826043128967285,50071.0,135.0,68128
0.12912940979003906,50479.0,133.0,68512
0.07971477508544922,50265.0,135.0,68800
0.0656275749206543,50359.0,134.0,68478
0.06551456451416016,50606.0,135.0,68484
0.1307361125946045,50009.0,133.0,68442
0.134751558303833,50341.0,134.0,68564
0.1217036247253418,50035.0,130.0,68258
0.06669020652770996,50285.0,134.0,68932
0.13495993614196777,50142.0,137.0,68976
0.06612563133239746,50391.0,135.0,68728
0.12905025482177734,50601.0,135.0,68194
0.10895848274230957,50251.0,135.0,68554
0.09701132774353027,50414.0,136.0,68842
0.06688308715820312,50611.0,135.0,68654
0.06693363189697266,50285.0,135.0,68678
0.1271345615386963,50677.0,134.0,68704
0.07714152336120605,50356.0,136.0,68336
0.06588244438171387,50152.0,134.0,68494
0.06594538688659668,50320.0,132.0,68318
0.1276531219482422,50443.0,136.0,68626
0.06717419624328613,50347.0,134.0,69128
0.10508584976196289,50394.0,135.0,68396
0.07297611236572266,50184.0,133.0,68718
