Time,Evaluations,Iterations,Objective value,Local search applications,Greedy solutions
9.00219440460205,5069748.0,2502.0,662448700,2502.0,2322.0
9.001266717910767,6201846.0,3198.0,637117113,3194.0,2830.0
9.000803232192993,5846243.0,2998.0,708585664,2998.0,3105.0
9.002475261688232,5663152.0,2949.0,637117113,2932.0,2641.0
9.002296924591064,5964809.0,3163.0,708585664,3129.0,2836.0
9.000894784927368,6680088.0,3487.0,687895611,3458.0,3180.0
9.000523567199707,5656864.0,2851.0,725271599,2851.0,3027.0
9.000464916229248,7352526.0,3829.0,710725170,3827.0,3725.0
9.00239872932434,5717532.0,2807.0,662448700,2807.0,2617.0
9.001557111740112,6416440.0,3009.0,646036371,3009.0,2939.0
9.003303050994873,6085590.0,2988.0,637117113,2988.0,2954.0
9.001629114151001,7672368.0,3633.0,646036371,3633.0,3551.0
9.000087022781372,7185728.0,3689.0,724613897,3689.0,3925.0
9.00156283378601,6952122.0,3359.0,646036371,3359.0,3296.0
9.001377582550049,7529031.0,3919.0,637117113,3918.0,3552.0
9.003024816513062,4857121.0,2555.0,708585664,2549.0,2395.0
9.000517845153809,5932944.0,2933.0,662448700,2933.0,2739.0
9.003731489181519,5572172.0,2816.0,725271599,2816.0,3032.0
9.000322103500366,5868556.0,2954.0,651247567,2953.0,2667.0
9.001100063323975,6869948.0,3481.0,699615797,3481.0,3133.0
9.001649141311646,7712179.0,3911.0,637117113,3878.0,3464.0
9.001985788345337,5241715.0,2731.0,710725170,2731.0,2564.0
9.001378774642944,6822858.0,3634.0,708585664,3617.0,3515.0
9.001635313034058,6665278.0,3372.0,637117113,3364.0,3086.0
9.000501871109009,7534393.0,3812.0,651247567,3812.0,3439.0
9.001482248306274,7346389.0,3833.0,651247567,3816.0,3325.0
9.003005981445312,5905491.0,3094.0,704643421,3068.0,2921.0
9.002441167831421,6456034.0,2978.0,646036371,2978.0,2993.0
9.002637386322021,6508826.0,3206.0,662448700,3203.0,2980.0
9.000810146331787,7384437.0,3893.0,651247567,3893.0,3620.0
