Time,Evaluations,Iterations,Objective value,Local search applications,Greedy solutions,Reemplacements in GADEGD
106.42643189430237,52980720.0,23.0,148238,975.0,24.0,9.0
105.72463154792786,68584983.0,26.0,148488,1269.0,27.0,12.0
100.96186470985413,45566364.0,22.0,148350,852.0,23.0,8.0
103.0278627872467,53914172.0,23.0,148240,984.0,24.0,9.0
100.5137665271759,54385974.0,23.0,148634,997.0,24.0,9.0
108.41392493247986,59500353.0,24.0,148296,1086.0,25.0,10.0
101.97942185401917,49582560.0,22.0,148396,921.0,23.0,8.0
113.50831055641174,54427266.0,23.0,148170,1006.0,24.0,9.0
103.91895627975464,55795107.0,24.0,148716,1057.0,25.0,10.0
114.23620271682739,54231052.0,23.0,148358,995.0,24.0,9.0
104.8965756893158,60806667.0,24.0,148494,1102.0,25.0,10.0
106.99691367149353,57298689.0,24.0,148682,1054.0,25.0,10.0
107.04660081863403,55010746.0,24.0,148280,1050.0,25.0,10.0
106.4179015159607,63615522.0,25.0,148164,1186.0,26.0,11.0
108.1301519870758,48835357.0,22.0,148704,894.0,23.0,8.0
100.9176869392395,50618762.0,23.0,148486,931.0,24.0,9.0
103.26073908805847,52112757.0,23.0,148116,955.0,24.0,9.0
101.94127774238586,51469383.0,23.0,148466,940.0,24.0,9.0
106.3211088180542,68861332.0,26.0,148218,1295.0,27.0,12.0
102.78237581253052,53398722.0,23.0,148730,990.0,24.0,9.0
107.2240219116211,47905050.0,22.0,148214,896.0,23.0,8.0
107.7538583278656,55545544.0,23.0,148642,987.0,24.0,9.0
108.35338926315308,54321346.0,23.0,148564,986.0,24.0,9.0
107.84096455574036,54918827.0,23.0,148280,997.0,24.0,9.0
103.61067366600037,52254813.0,23.0,148484,954.0,24.0,9.0
102.72043180465698,52619895.0,23.0,148154,971.0,24.0,9.0
109.05297017097473,71015738.0,26.0,148150,1310.0,27.0,12.0
104.97864532470703,67896608.0,25.0,148126,1225.0,26.0,11.0
104.21555829048157,67448230.0,25.0,148324,1226.0,26.0,11.0
101.34705686569214,58634750.0,24.0,148388,1086.0,25.0,10.0
