Time,Evaluations,Iterations,Objective value,Local search applications,Greedy solutions,Reemplacements in GADEGD
84.28467059135437,51872769.0,29.0,12490441,1343.0,30.0,15.0
81.10259485244751,42178973.0,26.0,12490441,1088.0,27.0,12.0
84.46803021430969,47201491.0,34.0,12490441,1669.0,35.0,20.0
82.33656525611877,46868350.0,27.0,12490441,1184.0,28.0,13.0
86.67370367050171,43972712.0,26.0,15057741,1108.0,27.0,12.0
83.3925678730011,52961981.0,29.0,12490441,1313.0,30.0,15.0
85.27436423301697,46135919.0,27.0,12490441,1199.0,28.0,13.0
81.25125885009766,60141634.0,39.0,12490441,2273.0,40.0,25.0
84.2344160079956,49390788.0,28.0,12490441,1267.0,29.0,14.0
82.40066242218018,46387126.0,27.0,12490441,1165.0,28.0,13.0
84.5417811870575,48141072.0,28.0,12490441,1286.0,29.0,14.0
81.50748538970947,59371215.0,31.0,12490441,1515.0,32.0,17.0
81.92208075523376,45371461.0,28.0,12490441,1217.0,29.0,14.0
84.82404088973999,44975434.0,27.0,15072420,1147.0,28.0,13.0
82.4198727607727,44764272.0,30.0,12490441,1464.0,31.0,16.0
84.53009605407715,50839063.0,28.0,12490441,1295.0,29.0,14.0
85.65358805656433,48690885.0,28.0,12490441,1265.0,29.0,14.0
84.16186094284058,50769548.0,28.0,12490441,1277.0,29.0,14.0
82.7506468296051,60304583.0,31.0,12490441,1556.0,32.0,17.0
83.14711332321167,52578764.0,29.0,12490441,1353.0,30.0,15.0
84.6897714138031,48798915.0,28.0,12490441,1236.0,29.0,14.0
84.68405175209045,48179247.0,28.0,12490441,1211.0,29.0,14.0
82.883056640625,44757770.0,27.0,12490441,1129.0,28.0,13.0
85.16652393341064,41493285.0,26.0,12490441,1093.0,27.0,12.0
84.51788282394409,48268889.0,28.0,12490441,1286.0,29.0,14.0
83.24051260948181,51275864.0,37.0,12490441,1981.0,38.0,22.0
82.75363397598267,50684407.0,28.0,12490441,1255.0,29.0,14.0
83.01744890213013,48317387.0,27.0,12490441,1188.0,28.0,13.0
84.61396098136902,52357273.0,29.0,12490441,1347.0,30.0,15.0
85.42566084861755,52411851.0,29.0,12490441,1313.0,30.0,15.0
