Time,Evaluations,Iterations,Objective value,Local search applications,Greedy solutions,Reemplacements in GADEGD
36.005088329315186,36520901.0,57.0,7344532,2459.0,58.0,43.0
36.077805519104004,35212570.0,54.0,7359132,2355.0,55.0,40.0
36.05687117576599,27073764.0,46.0,7381728,1831.0,47.0,32.0
36.009504556655884,40184481.0,61.0,7340894,2712.0,62.0,47.0
36.774747133255005,38403472.0,59.0,7360448,2573.0,60.0,45.0
36.76030516624451,23693932.0,41.0,7347368,1561.0,42.0,27.0
36.292701959609985,40468430.0,61.0,7374544,2714.0,62.0,47.0
36.02349066734314,40139262.0,60.0,7340038,2667.0,61.0,46.0
36.80283284187317,40958691.0,61.0,7288780,2730.0,62.0,47.0
36.47597074508667,27152828.0,46.0,7364272,1813.0,47.0,32.0
36.06176400184631,31793471.0,52.0,7354570,2162.0,53.0,38.0
37.18112349510193,27632068.0,48.0,7326986,1881.0,49.0,34.0
36.6399872303009,35787750.0,56.0,7337992,2396.0,57.0,42.0
36.53958034515381,40671425.0,62.0,7375816,2726.0,63.0,48.0
36.399986267089844,35023181.0,55.0,7342840,2359.0,56.0,41.0
36.258394718170166,35537977.0,56.0,7351590,2407.0,57.0,42.0
36.51002740859985,24928832.0,43.0,7382430,1672.0,44.0,29.0
36.01439881324768,31294584.0,51.0,7386248,2100.0,52.0,37.0
36.57176852226257,30060965.0,50.0,7344060,2023.0,51.0,36.0
36.938257694244385,33459144.0,53.0,7350168,2232.0,54.0,39.0
36.72203278541565,40888951.0,63.0,7328932,2749.0,64.0,49.0
36.67727613449097,30069994.0,49.0,7363400,2001.0,50.0,35.0
37.12756538391113,38553790.0,59.0,7368062,2566.0,60.0,45.0
36.515158891677856,33632085.0,54.0,7355746,2257.0,55.0,40.0
36.09966278076172,41855529.0,63.0,7377166,2842.0,64.0,49.0
37.29451847076416,32327574.0,52.0,7365558,2154.0,53.0,38.0
36.455933809280396,34692421.0,55.0,7335660,2318.0,56.0,41.0
37.34044909477234,34692005.0,54.0,7310312,2291.0,55.0,40.0
36.07958149909973,34280258.0,55.0,7348122,2326.0,56.0,41.0
36.18657064437866,39968671.0,61.0,7383088,2678.0,62.0,47.0
