Time,Evaluations,Iterations,Objective value,Local search applications,Greedy solutions
4.002139091491699,988421.0,1297.0,2460,1260.0,1070.0
4.001640319824219,1231842.0,1576.0,2526,1576.0,575.0
4.002607107162476,1047990.0,1348.0,2540,1348.0,969.0
4.000784873962402,2324680.0,3038.0,2526,2980.0,476.0
4.000934600830078,1596877.0,2044.0,2492,2044.0,1233.0
4.000939846038818,1640119.0,2098.0,2482,2098.0,2076.0
4.0004003047943115,2482606.0,3195.0,2630,3195.0,294.0
4.000218629837036,2354791.0,3032.0,2570,3032.0,101.0
4.000823974609375,1167263.0,1499.0,2498,1497.0,554.0
4.0014870166778564,1441906.0,1860.0,2502,1844.0,1250.0
4.001411437988281,1396179.0,1802.0,2446,1789.0,1083.0
4.00232720375061,1693072.0,2250.0,2492,2139.0,1109.0
4.0014824867248535,1795042.0,2306.0,2526,2301.0,1612.0
4.000259160995483,1714578.0,2148.0,2386,2147.0,1666.0
4.002941846847534,1142096.0,1463.0,2474,1461.0,1012.0
4.001641035079956,1193690.0,1526.0,2516,1519.0,947.0
4.000138998031616,1629775.0,2136.0,2470,2063.0,1172.0
4.001003265380859,1925558.0,2474.0,2540,2474.0,1127.0
4.001899003982544,1178564.0,1502.0,2486,1498.0,860.0
4.000439643859863,1101192.0,1413.0,2516,1412.0,1061.0
4.001007795333862,1801793.0,2323.0,2486,2305.0,1501.0
4.0008862018585205,1704216.0,2218.0,2452,2173.0,1211.0
4.000332593917847,1473230.0,1867.0,2416,1867.0,1353.0
4.00093412399292,1775210.0,2283.0,2526,2283.0,1443.0
4.001971483230591,1479073.0,1903.0,2630,1903.0,348.0
4.001047134399414,1735789.0,2219.0,2446,2219.0,1809.0
4.00211763381958,1740254.0,2221.0,2482,2210.0,1572.0
4.000459671020508,2015086.0,2589.0,2606,2589.0,383.0
4.001100540161133,1679332.0,2120.0,2462,2118.0,1933.0
4.00125789642334,1338532.0,1721.0,2462,1699.0,1170.0
