Instance,Time,Evaluations,Iterations,Objective value,Distance to optimum (Avg),Distance to optimum (Best)
els19,0.7247057437896729,1252425.5666666667,24.0,17918038.666666668,4.098699778014667,0.0
chr20b,0.6288436015446981,1252617.9,24.0,2539.6,10.513489991296776,5.831157528285465
chr22a,0.7672315994898479,1252776.1,24.0,6233.266666666666,1.2551440329218067,0.0
nug25,0.790976611773173,1253154.3666666667,24.0,3744.0,0.0,0.0
tai30b,0.8917298316955566,1253792.7,24.0,638703130.3666667,0.24893655095820266,0.041082399869551145
kra30b,0.9486318588256836,1253807.8666666667,24.0,91487.33333333333,0.07365273827754154,0.0
esc32b,0.950547742843628,1254072.7,24.0,168.53333333333333,0.31746031746031633,0.0
tai50b,1.4532119115193685,1255871.5666666667,24.0,463473575.53333336,1.013914640218009,0.5270404526385801
sko56,1.5280025800069172,1256973.7,24.0,35006.8,1.5926635324162832,1.27691682628127
tai60a,1.688093654314677,1257587.8666666667,24.0,7476487.733333333,3.754193171339696,3.2016821626314433
sko64,1.8473058938980103,1257910.8333333333,24.0,49563.8,2.197616396552441,1.5340838797476184
sko72,1.9806752999623616,1259216.3,24.0,67929.13333333333,2.5252555743379186,2.097923206954842
lipa90b,2.5629262685775758,1260564.9666666666,24.0,15458393.0,23.7617871138417,23.515318634466148
sko100d,2.7333571672439576,1262399.3666666667,24.0,154795.86666666667,3.4897755433135456,3.1569235706263035
sko100c,2.82053378423055,1261826.1,24.0,152864.86666666667,3.3834701726384524,2.9743950440275393
sko100e,2.8152557373046876,1262067.8333333333,24.0,154490.86666666667,3.5808693708794292,2.9835735836406303
sko100a,2.835284980138143,1261733.7,24.0,157239.93333333332,3.4459634303057327,3.146011236694254
sko100b,3.1414681990941364,1261977.0666666667,24.0,159179.26666666666,3.4370437758572114,3.017739944115927
tho150,4.7251910209655765,1265680.2666666666,24.0,8545782.533333333,5.070261326610762,4.695454470566914
tai256c,9.160174377759297,1256222.2666666666,24.0,44964053.6,0.4574683416588329,0.3479634866448072
