Instance,Time,Evaluations,Iterations,Objective value,Distance to optimum (Avg),Distance to optimum (Best)
els19,0.7387189865112305,1252532.4333333333,24.0,18180186.133333333,5.621701873152847,0.0
chr20b,0.7903152386347453,1251169.6,24.0,2708.4666666666667,17.86190890629533,7.919930374238469
chr22a,0.797407881418864,1254238.9666666666,24.0,6576.266666666666,6.826943902967291,2.8589993502274202
nug25,0.8742019971211751,1252984.9666666666,24.0,3770.6,0.7104700854700831,0.0
tai30b,1.0090015570322672,1254218.7,24.0,642997045.3333334,0.9228966250249463,0.03886789335071588
kra30b,0.9798550923665365,1253477.5,24.0,92428.0,1.1026033690658499,0.0
esc32b,1.0317490498224895,1253394.7333333334,24.0,171.73333333333332,2.2222222222222143,0.0
tai50b,1.4549378712972005,1257126.0666666667,24.0,464440176.1,1.2245849184967548,0.19641842559881514
sko56,1.6078171253204345,1257313.9,24.0,34901.26666666667,1.2863969663551862,0.4701375587671948
tai60a,1.8372775634129843,1261220.3,24.0,7454336.6,3.446793086058456,2.6232167197107064
sko64,1.9977664629618326,1260896.4333333333,24.0,49081.2,1.2025238154150626,0.6392016165615076
sko72,2.1585164705912274,1256384.8333333333,24.0,66997.8,1.1195967157691422,0.7274812847138372
lipa90b,2.655768791834513,1262038.7333333334,24.0,15137828.133333333,21.19530554071976,20.847086183746434
sko100d,3.001191282272339,1267970.7,24.0,151162.53333333333,1.0606870977518623,0.7915708402417501
sko100c,2.9088529348373413,1268032.9333333333,24.0,149392.86666666667,1.0353347490678257,0.8102149301375607
sko100e,3.0306980848312377,1268051.4333333333,24.0,150941.2,1.2009386523634005,0.9171974522292994
sko100a,2.872088408470154,1267799.5,24.0,153481.8,0.9735398218444418,0.6144655991368535
sko100b,2.9588971376419066,1267691.4666666666,24.0,155442.53333333333,1.0088591418112454,0.8226655403210085
tho150,4.694757199287414,1266335.8,24.0,8259094.4,1.5454352535065956,1.1283598810730766
tai256c,7.959811194737752,1255895.8333333333,24.0,44957933.06666667,0.44379401218140335,0.3694741029650736
