Instance,Time,Evaluations,Iterations,Objective value,Distance to optimum (Avg),Distance to optimum (Best)
els19,0.0036544640858968097,1.0,0.0,37258128.8,116.45911343282818,60.042522466749254
chr20b,0.003073684374491374,1.0,0.0,4058.733333333333,76.62024949231214,32.37597911227154
chr22a,0.0034502108891805014,1.0,0.0,8939.8,45.220922677063015,17.478882391163094
nug25,0.003717803955078125,1.0,0.0,4471.2,19.42307692307692,12.126068376068377
tai30b,0.00201874574025472,1.0,0.0,859394596.6,34.888010236196564,19.45157954029089
kra30b,0.002227322260538737,1.0,0.0,116759.0,27.717129730912273,20.03937869175235
esc32b,0.002209774653116862,1.0,0.0,302.1333333333333,79.84126984126983,52.38095238095238
tai50b,0.0032629887262980144,1.0,0.0,637258595.8333334,38.890303140106084,28.996859796355192
sko56,0.003784020741780599,1.0,0.0,39986.13333333333,16.043105616499307,13.993847582564282
tai60a,0.004114850362141927,1.0,0.0,8370847.266666667,16.165576041986714,14.442096697151609
sko64,0.004496375719706218,1.0,0.0,55711.46666666667,14.87374049788995,12.272671037980947
sko72,0.005429816246032715,1.0,0.0,75690.2,14.239012315865729,11.9898575223376
lipa90b,0.008026536305745442,1.0,0.0,16297603.4,30.480608330802735,29.38511138237633
sko100d,0.009047619501749675,1.0,0.0,168500.6,12.652163448681609,10.885436166229876
sko100c,0.009284766515096028,1.0,0.0,167680.53333333333,13.403398664520516,12.291190434323896
sko100e,0.008620532353719075,1.0,0.0,168834.93333333332,13.198077997541617,11.435467650016761
sko100a,0.00986635684967041,1.0,0.0,171347.93333333332,12.727420253242274,11.569584610728807
sko100b,0.009815088907877604,1.0,0.0,173122.53333333333,12.49758485498299,11.091039053869647
tho150,0.026326982180277507,1.0,0.0,9295802.8,14.29174866396555,12.445204329113121
tai256c,0.10669833024342855,1.0,0.0,48289226.8,7.886480068251293,5.768656672734829
