Time,Evaluations,Iterations,Objective value,Local search applications,Greedy solutions
36.02366614341736,8043247.0,1122.0,7402396,1122.0,9079.0
36.01131868362427,7450989.0,991.0,7396460,991.0,8055.0
36.00167179107666,5959735.0,831.0,7450922,831.0,6934.0
36.01474332809448,7458230.0,1040.0,7399204,1040.0,8164.0
36.01548719406128,5097671.0,695.0,7402428,695.0,5573.0
36.02800416946411,8325944.0,1119.0,7424994,1119.0,8915.0
36.02397561073303,9508770.0,1215.0,7401872,1215.0,8238.0
36.02067518234253,8832691.0,1199.0,7382020,1199.0,7534.0
36.01264142990112,7134105.0,967.0,7385164,967.0,6447.0
36.01658344268799,8606999.0,1199.0,7411348,1199.0,7317.0
36.000579595565796,6583715.0,914.0,7384958,914.0,7180.0
36.01239085197449,7072049.0,985.0,7450754,985.0,8046.0
36.009180307388306,8498585.0,1181.0,7402630,1181.0,9222.0
36.0226149559021,6209571.0,865.0,7404240,865.0,7229.0
36.00766968727112,7917776.0,1099.0,7397896,1099.0,6635.0
36.01905107498169,7995806.0,1115.0,7441050,1115.0,8405.0
36.01315212249756,7435188.0,1031.0,7455004,1031.0,8605.0
36.0024790763855,6623996.0,897.0,7426916,897.0,6876.0
36.02691435813904,7389650.0,1024.0,7403160,1024.0,7333.0
36.021815061569214,6336814.0,872.0,7394254,872.0,6499.0
36.01505947113037,7122574.0,985.0,7438344,985.0,6202.0
36.011478424072266,9173599.0,1274.0,7398536,1274.0,7432.0
36.02220368385315,8087764.0,1129.0,7426206,1129.0,9120.0
36.01708006858826,8922471.0,1241.0,7430678,1241.0,9185.0
36.03081965446472,7599390.0,1042.0,7371134,1042.0,7805.0
36.01719784736633,8616357.0,1180.0,7399310,1180.0,8725.0
36.03495717048645,5375371.0,737.0,7380546,737.0,5426.0
36.03187155723572,8861613.0,1213.0,7361400,1213.0,6055.0
36.003440618515015,9309005.0,1234.0,7409152,1234.0,8792.0
36.019026041030884,7187062.0,997.0,7402868,997.0,7412.0
