Time,Evaluations,Iterations,Objective value,Local search applications,Greedy solutions,Reemplacements in the population
106.22921133041382,39129162.0,21.0,152608,755.0,22.0,7.0
113.91271996498108,55383281.0,23.0,152532,1003.0,24.0,9.0
106.10656666755676,54446155.0,23.0,152542,987.0,24.0,9.0
101.94316506385803,46460772.0,22.0,152904,860.0,23.0,8.0
109.40917372703552,53168787.0,23.0,152854,958.0,24.0,9.0
113.6095199584961,49938379.0,22.0,152718,904.0,23.0,8.0
105.04408669471741,57008269.0,24.0,152680,1059.0,25.0,10.0
104.26052165031433,41723687.0,21.0,153002,760.0,22.0,7.0
103.93383073806763,65602164.0,25.0,152438,1187.0,26.0,11.0
102.54107069969177,49274119.0,22.0,152538,877.0,23.0,8.0
110.00329899787903,55339072.0,23.0,152760,1007.0,24.0,9.0
107.72118830680847,58731499.0,24.0,152358,1089.0,25.0,10.0
107.52374625205994,36353145.0,20.0,153158,660.0,21.0,6.0
104.52790594100952,54701301.0,23.0,152492,1018.0,24.0,9.0
102.68750739097595,65064823.0,25.0,152524,1208.0,26.0,11.0
100.16604137420654,31050908.0,19.0,153030,551.0,20.0,5.0
105.74534893035889,49307067.0,23.0,152948,932.0,24.0,9.0
108.33798170089722,56919178.0,24.0,152282,1059.0,25.0,10.0
100.27775835990906,62664077.0,25.0,152394,1176.0,26.0,11.0
100.8863627910614,65425062.0,25.0,152580,1202.0,26.0,11.0
107.02534127235413,61043052.0,25.0,152406,1152.0,26.0,11.0
105.80005979537964,62337240.0,25.0,152474,1164.0,26.0,11.0
108.49918723106384,42958315.0,21.0,152544,773.0,22.0,7.0
110.97121930122375,46695201.0,22.0,152912,859.0,23.0,8.0
100.74095296859741,51027166.0,23.0,152820,956.0,24.0,9.0
101.91175317764282,57072491.0,24.0,152510,1082.0,25.0,10.0
103.90233826637268,64992373.0,25.0,152482,1175.0,26.0,11.0
102.25441122055054,57769590.0,24.0,152466,1075.0,25.0,10.0
108.91571545600891,70068767.0,26.0,152434,1285.0,27.0,12.0
108.23448467254639,54139628.0,24.0,152480,1028.0,25.0,10.0
