Time,Objective value
0.5288550853729248,51020948
0.5288658142089844,51020948
1.0590636730194092,51020948
1.5890395641326904,50574486
2.091244697570801,50468808
2.3779118061065674,50468808
2.664363145828247,50468808
2.951721429824829,50468808
3.243830442428589,50468808
3.530651807785034,50468808
3.8172271251678467,50468808
4.104058027267456,50468808
4.388195753097534,50468808
4.672688007354736,50468808
4.9571545124053955,50468808
5.2413012981414795,50468808
5.525166988372803,50468808
5.809532403945923,50468808
6.1703941822052,50046624
6.70569920539856,50046624
7.103988885879517,50046624
7.387307643890381,50046624
7.66997766494751,50046624
7.959472894668579,50046624
8.231881856918335,50046624
8.498559474945068,50046624
8.498568058013916,50046624
