Time,Evaluations,Iterations,Objective value
0.3805265426635742,209080.0,24.0,167192
0.3889915943145752,210070.0,24.0,167536
0.3841893672943115,208108.0,24.0,167300
0.6578643321990967,208861.0,24.0,167160
0.3775038719177246,207877.0,24.0,167746
0.3829190731048584,209305.0,24.0,166126
0.38955163955688477,209007.0,24.0,167666
0.6455202102661133,209031.0,24.0,167616
0.797433614730835,208804.0,24.0,166812
0.7701342105865479,209436.0,24.0,166990
0.38006067276000977,209439.0,24.0,167194
0.3834846019744873,209547.0,24.0,167680
0.5699365139007568,209184.0,24.0,166442
0.3789660930633545,208627.0,24.0,167222
0.5669727325439453,208196.0,24.0,167116
0.8071408271789551,209189.0,24.0,167422
0.7650842666625977,210316.0,24.0,167414
0.5758821964263916,209779.0,24.0,166920
0.6346900463104248,208785.0,24.0,166448
0.5812218189239502,208607.0,24.0,166632
0.3821685314178467,210020.0,24.0,166660
0.6374809741973877,208439.0,24.0,167510
0.38002634048461914,208827.0,24.0,166834
0.3792755603790283,208702.0,24.0,166680
0.4919257164001465,209734.0,24.0,166878
0.3792397975921631,209283.0,24.0,167704
0.37993574142456055,208540.0,24.0,167054
0.38016700744628906,209367.0,24.0,166824
0.3943605422973633,210325.0,24.0,167262
0.3823823928833008,209564.0,24.0,166988
