Time,Evaluations,Iterations,Objective value,Local search applications,Greedy solutions,Reemplacements in GADEGD
225.41172099113464,65819483.0,413.0,8221212,414.0,414.0,0.0
225.45292735099792,74550526.0,468.0,8224190,469.0,469.0,0.0
225.0923342704773,51150056.0,315.0,8240448,316.0,316.0,0.0
225.02446007728577,67735689.0,423.0,8236644,424.0,424.0,0.0
225.30277824401855,62479694.0,388.0,8228382,389.0,389.0,0.0
225.0590341091156,64548018.0,405.0,8209782,406.0,406.0,0.0
225.02949786186218,64541491.0,398.0,8218874,399.0,399.0,0.0
225.04438972473145,67785025.0,415.0,8216382,416.0,416.0,0.0
225.01459574699402,59719353.0,362.0,8220222,363.0,363.0,0.0
225.41000699996948,67023095.0,404.0,8230862,405.0,405.0,0.0
225.2967882156372,59182678.0,365.0,8230056,366.0,366.0,0.0
225.23817586898804,76512654.0,475.0,8241134,476.0,476.0,0.0
225.29198908805847,51491828.0,310.0,8224788,311.0,311.0,0.0
225.663339138031,70547610.0,439.0,8200742,440.0,440.0,0.0
225.91196656227112,65130699.0,404.0,8222222,405.0,405.0,0.0
225.6491904258728,73362341.0,451.0,8217770,452.0,452.0,0.0
225.16331386566162,65874974.0,409.0,8230342,410.0,410.0,0.0
225.2820291519165,78212676.0,484.0,8216228,485.0,485.0,0.0
225.2658977508545,61208450.0,384.0,8217588,385.0,385.0,0.0
225.33363151550293,66619311.0,415.0,8230884,416.0,416.0,0.0
225.27377796173096,75068299.0,467.0,8212824,468.0,468.0,0.0
225.3879063129425,65187550.0,401.0,8219194,402.0,402.0,0.0
225.56006383895874,65919415.0,402.0,8225722,403.0,403.0,0.0
225.01689624786377,64998088.0,404.0,8223240,405.0,405.0,0.0
225.0293312072754,66643194.0,412.0,8225022,413.0,413.0,0.0
225.3853189945221,76924414.0,483.0,8219524,484.0,484.0,0.0
225.38400268554688,68801478.0,424.0,8213890,425.0,425.0,0.0
225.01141262054443,65393127.0,405.0,8227930,406.0,406.0,0.0
225.18516850471497,72711515.0,452.0,8234620,453.0,453.0,0.0
225.0810272693634,71458354.0,438.0,8216632,439.0,439.0,0.0
