Time,Evaluations,Iterations,Objective value,Local search applications,Greedy solutions,Reemplacements in the population
100.10426235198975,56327266.0,919.0,153008,920.0,920.0,0.0
100.05681371688843,47514049.0,769.0,153032,770.0,770.0,0.0
100.11094999313354,49046954.0,801.0,153054,802.0,802.0,0.0
100.095290184021,60313876.0,987.0,152892,988.0,988.0,0.0
100.07756066322327,55604154.0,917.0,152936,918.0,918.0,0.0
100.0168251991272,50358990.0,826.0,153072,827.0,827.0,0.0
100.02352619171143,44019127.0,725.0,152970,726.0,726.0,0.0
100.05170202255249,48178099.0,800.0,153086,801.0,801.0,0.0
100.11145639419556,48591521.0,786.0,153068,787.0,787.0,0.0
100.06590175628662,41285117.0,671.0,153170,672.0,672.0,0.0
100.10439324378967,60298143.0,1007.0,152992,1008.0,1008.0,0.0
100.18082427978516,50782812.0,835.0,153040,836.0,836.0,0.0
100.04106783866882,45059747.0,741.0,152970,742.0,742.0,0.0
100.15897846221924,29394099.0,475.0,153000,476.0,476.0,0.0
100.02619791030884,53569847.0,878.0,152896,879.0,879.0,0.0
100.06821942329407,42468009.0,701.0,152906,702.0,702.0,0.0
100.14948177337646,50043385.0,831.0,153166,832.0,832.0,0.0
100.01194381713867,60124827.0,995.0,152936,996.0,996.0,0.0
100.05108404159546,44203460.0,722.0,152938,723.0,723.0,0.0
100.08070826530457,55316076.0,909.0,152962,910.0,910.0,0.0
100.05246448516846,29223316.0,474.0,153096,475.0,475.0,0.0
100.04709005355835,41810644.0,696.0,153132,697.0,697.0,0.0
100.05313467979431,48376610.0,793.0,153128,794.0,794.0,0.0
100.15699982643127,46758985.0,764.0,153104,765.0,765.0,0.0
100.05444145202637,59997783.0,985.0,153106,986.0,986.0,0.0
100.04886960983276,50634185.0,830.0,153204,831.0,831.0,0.0
100.04088068008423,40888341.0,670.0,153076,671.0,671.0,0.0
100.0151572227478,59099470.0,969.0,153154,970.0,970.0,0.0
100.15293264389038,45454191.0,746.0,152892,747.0,747.0,0.0
100.00281548500061,59558145.0,975.0,152906,976.0,976.0,0.0
