Time,Evaluations,Iterations,Objective value,Local search applications,Greedy solutions
6.004241228103638,1148372.0,895.0,3786,895.0,3037.0
6.004297971725464,819342.0,658.0,3764,658.0,2535.0
6.003307342529297,1462074.0,1182.0,3750,1182.0,4234.0
6.0018181800842285,2733646.0,2215.0,3864,2215.0,1061.0
6.002975225448608,1239662.0,1002.0,3772,1002.0,2007.0
6.000383138656616,1638184.0,1324.0,3752,1324.0,3619.0
6.000577211380005,1255708.0,1020.0,3768,1020.0,2877.0
6.0041823387146,1348746.0,1089.0,3754,1089.0,2517.0
6.000934839248657,1340787.0,1089.0,3778,1089.0,2767.0
6.000560760498047,2188754.0,1773.0,3826,1773.0,450.0
6.000854969024658,1328006.0,1067.0,3746,1067.0,3622.0
6.001780986785889,1147133.0,930.0,3750,930.0,3333.0
6.00270938873291,1507763.0,1218.0,3788,1218.0,398.0
6.006424188613892,1367473.0,1105.0,3764,1105.0,3330.0
6.000365257263184,2070008.0,1676.0,3804,1676.0,1227.0
6.001948118209839,1871356.0,1514.0,3778,1514.0,3111.0
6.005183696746826,1447848.0,1169.0,3758,1169.0,3653.0
6.006010293960571,1580113.0,1278.0,3762,1278.0,3409.0
6.002013206481934,1247827.0,1016.0,3802,1016.0,3724.0
6.002584457397461,1561299.0,1261.0,3746,1261.0,3920.0
6.003967523574829,1269819.0,1027.0,3808,1027.0,3450.0
6.000636577606201,1399311.0,1128.0,3744,1128.0,4244.0
6.0019237995147705,1234844.0,998.0,3746,998.0,2671.0
6.001662254333496,1074846.0,866.0,3790,866.0,3045.0
6.00370979309082,1065039.0,862.0,3806,862.0,1578.0
6.000567674636841,2559040.0,2075.0,3788,2075.0,246.0
6.0022382736206055,1920532.0,1557.0,3836,1557.0,1243.0
6.001176357269287,1080035.0,870.0,3768,870.0,2721.0
6.004065752029419,1694325.0,1371.0,3836,1371.0,3643.0
6.002943277359009,1299239.0,1063.0,3762,1063.0,3872.0
