Time,Evaluations,Iterations,Objective value,Local search applications,Greedy solutions,Reemplacements in GADEGD
4.001110792160034,10572484.0,898.0,2454,11347.0,899.0,458.0
4.007974147796631,6159555.0,519.0,2448,6402.0,520.0,147.0
4.001629829406738,7101904.0,596.0,2422,7335.0,597.0,285.0
4.003515005111694,10348451.0,891.0,2418,10872.0,892.0,604.0
4.008272886276245,8860125.0,579.0,2414,9195.0,580.0,505.0
4.0038416385650635,6722859.0,472.0,2416,7145.0,473.0,419.0
4.0070977210998535,6422302.0,525.0,2410,6796.0,526.0,427.0
4.0009331703186035,9958528.0,823.0,2482,10367.0,824.0,471.0
4.00028133392334,8057442.0,688.0,2422,8353.0,689.0,273.0
4.000347375869751,9938591.0,775.0,2462,10593.0,776.0,421.0
4.0051350593566895,10556333.0,894.0,2494,11186.0,895.0,493.0
4.006262302398682,6153717.0,490.0,2446,6357.0,491.0,340.0
4.0065436363220215,10671751.0,847.0,2488,11317.0,848.0,450.0
4.001197576522827,10284578.0,871.0,2408,10600.0,872.0,583.0
4.000487565994263,8529288.0,656.0,2416,8739.0,657.0,371.0
4.005737781524658,6688211.0,448.0,2370,6773.0,449.0,388.0
4.0037596225738525,6912932.0,579.0,2494,7339.0,580.0,353.0
4.002152681350708,10684911.0,860.0,2432,11319.0,861.0,734.0
4.005615234375,10563288.0,888.0,2450,11163.0,889.0,527.0
4.002505302429199,10548804.0,917.0,2422,11060.0,918.0,406.0
4.001589059829712,9733946.0,825.0,2448,9884.0,826.0,545.0
4.001222133636475,10528807.0,881.0,2480,11096.0,882.0,721.0
4.001922607421875,10578628.0,888.0,2432,11229.0,889.0,778.0
4.0028746128082275,10701605.0,747.0,2420,11215.0,748.0,621.0
4.003349542617798,7084310.0,705.0,2486,7676.0,706.0,288.0
4.008780002593994,6133467.0,491.0,2446,6366.0,492.0,333.0
4.000444412231445,8343537.0,600.0,2344,8593.0,601.0,428.0
4.000335931777954,10918967.0,744.0,2416,11533.0,745.0,651.0
4.001316547393799,6356508.0,510.0,2484,6593.0,511.0,335.0
4.005034446716309,7839051.0,613.0,2462,8120.0,614.0,405.0
