Time,Evaluations,Iterations,Objective value,Local search applications,Greedy solutions,Reemplacements in GADEGD
4.840547800064087,5815219.0,4287.0,6594,4288.0,4288.0,0.0
4.840958118438721,6155842.0,4545.0,6594,4546.0,4546.0,0.0
4.840308666229248,6154228.0,4516.0,6594,4517.0,4517.0,0.0
4.84100079536438,5317931.0,3932.0,6594,3933.0,3933.0,0.0
4.840195894241333,5593664.0,4123.0,6594,4124.0,4124.0,0.0
4.840193510055542,6142577.0,4483.0,6594,4484.0,4484.0,0.0
4.840864658355713,4319149.0,3136.0,6594,3137.0,3137.0,0.0
4.8408777713775635,4260588.0,3136.0,6594,3137.0,3137.0,0.0
4.840814590454102,5761764.0,4212.0,6594,4213.0,4213.0,0.0
4.841154336929321,3719260.0,2669.0,6594,2670.0,2670.0,0.0
4.840391397476196,5563294.0,4084.0,6594,4085.0,4085.0,0.0
4.84084939956665,6094364.0,4496.0,6594,4497.0,4497.0,0.0
4.840760946273804,6148225.0,4495.0,6594,4496.0,4496.0,0.0
4.841139078140259,4283661.0,3140.0,6594,3141.0,3141.0,0.0
4.840831279754639,6068597.0,4462.0,6594,4463.0,4463.0,0.0
4.840506315231323,6160791.0,4536.0,6594,4537.0,4537.0,0.0
4.840542793273926,5882173.0,4278.0,6594,4279.0,4279.0,0.0
4.840019464492798,6176144.0,4487.0,6594,4488.0,4488.0,0.0
4.8403449058532715,5591757.0,4083.0,6594,4084.0,4084.0,0.0
4.841135263442993,4404197.0,3273.0,6594,3274.0,3274.0,0.0
4.840733051300049,4966380.0,3634.0,6594,3635.0,3635.0,0.0
4.840657949447632,6121245.0,4470.0,6594,4471.0,4471.0,0.0
4.8417651653289795,4906898.0,3608.0,6594,3609.0,3609.0,0.0
4.8404600620269775,4207971.0,3126.0,6594,3127.0,3127.0,0.0
4.841991186141968,4110571.0,3031.0,6594,3032.0,3032.0,0.0
4.841142177581787,6164516.0,4511.0,6594,4512.0,4512.0,0.0
4.840055704116821,6119715.0,4476.0,6594,4477.0,4477.0,0.0
4.840072870254517,6118912.0,4506.0,6594,4507.0,4507.0,0.0
4.840677976608276,5545626.0,4052.0,6594,4053.0,4053.0,0.0
4.841238260269165,5726899.0,4256.0,6594,4257.0,4257.0,0.0
