Time,Evaluations,Iterations,Objective value,Local search applications,Greedy solutions,Reemplacements in GADEGD
100.16029047966003,43121266.0,740.0,155124,741.0,741.0,0.0
100.23061084747314,47698491.0,817.0,155252,818.0,818.0,0.0
100.0174126625061,48046400.0,828.0,155350,829.0,829.0,0.0
100.15817475318909,41033495.0,706.0,155136,707.0,707.0,0.0
100.03030014038086,50500941.0,877.0,155372,878.0,878.0,0.0
100.10919523239136,43918872.0,764.0,155152,765.0,765.0,0.0
100.08947777748108,48712036.0,831.0,155214,832.0,832.0,0.0
100.04437351226807,54964958.0,951.0,155158,952.0,952.0,0.0
100.022132396698,50911552.0,882.0,154874,883.0,883.0,0.0
100.1128523349762,46130587.0,785.0,154798,786.0,786.0,0.0
100.07425045967102,53536670.0,913.0,155210,914.0,914.0,0.0
100.1155035495758,52215927.0,902.0,155052,903.0,903.0,0.0
100.05442357063293,47802201.0,829.0,155080,830.0,830.0,0.0
100.02864837646484,56519284.0,974.0,155336,975.0,975.0,0.0
100.05927348136902,52763458.0,903.0,155128,904.0,904.0,0.0
100.08470058441162,51814934.0,890.0,154936,891.0,891.0,0.0
100.09493207931519,58216734.0,989.0,154874,990.0,990.0,0.0
100.01118206977844,42455971.0,729.0,155220,730.0,730.0,0.0
100.00703620910645,49706790.0,849.0,155166,850.0,850.0,0.0
100.16928005218506,47843251.0,827.0,154910,828.0,828.0,0.0
100.02948451042175,57816265.0,993.0,155096,994.0,994.0,0.0
100.02133536338806,45754676.0,796.0,154962,797.0,797.0,0.0
100.07294750213623,56174184.0,960.0,155162,961.0,961.0,0.0
100.06867694854736,43560852.0,763.0,154948,764.0,764.0,0.0
100.00483655929565,49719462.0,871.0,155348,872.0,872.0,0.0
100.06629848480225,47856564.0,830.0,154832,831.0,831.0,0.0
100.07293009757996,43208490.0,741.0,155124,742.0,742.0,0.0
100.08529758453369,49280557.0,848.0,155222,849.0,849.0,0.0
100.05760931968689,46952858.0,804.0,155050,805.0,805.0,0.0
100.24502038955688,49207024.0,844.0,155114,845.0,845.0,0.0
