Time,Evaluations,Iterations,Objective value,Local search applications,Greedy solutions
4.017620801925659,28269.0,207.0,6352,0.0,1645.0
4.010723829269409,29539.0,219.0,6276,0.0,1379.0
4.0039801597595215,39170.0,288.0,6316,0.0,2178.0
4.013507604598999,42251.0,316.0,6392,0.0,1675.0
4.01565957069397,23872.0,178.0,6230,0.0,960.0
4.0043017864227295,37809.0,277.0,6554,0.0,2225.0
4.021259069442749,38746.0,291.0,6352,0.0,1370.0
4.0102269649505615,22472.0,166.0,6258,0.0,1096.0
4.005269289016724,27034.0,202.0,6454,0.0,1050.0
4.00393533706665,40201.0,300.0,6488,0.0,1673.0
4.001797437667847,41721.0,313.0,6360,0.0,1529.0
4.022705078125,23665.0,176.0,6194,0.0,1009.0
4.004242658615112,28663.0,214.0,6446,0.0,1143.0
4.006829500198364,37758.0,282.0,6396,0.0,1534.0
4.004169464111328,38549.0,290.0,6452,0.0,1301.0
4.008100509643555,27851.0,209.0,6422,0.0,971.0
4.010940790176392,28201.0,211.0,6486,0.0,1065.0
4.023301124572754,34471.0,255.0,6276,0.0,1703.0
4.005757570266724,40467.0,301.0,6396,0.0,1811.0
4.007160902023315,40481.0,303.0,6296,0.0,1569.0
4.013423204421997,31695.0,233.0,6202,0.0,1743.0
4.018799304962158,24309.0,183.0,6396,0.0,757.0
4.004878044128418,29299.0,218.0,6396,0.0,1267.0
4.002933740615845,27529.0,207.0,6374,0.0,905.0
4.0059144496917725,42117.0,316.0,6276,0.0,1541.0
4.009119033813477,41094.0,307.0,6534,0.0,1670.0
4.009784936904907,42343.0,316.0,6540,0.0,1767.0
4.01106595993042,38200.0,285.0,6202,0.0,1592.0
4.009365081787109,37998.0,283.0,6432,0.0,1646.0
4.008289575576782,35450.0,264.0,6364,0.0,1530.0
