Time,Evaluations,Iterations,Objective value,Local search applications,Greedy solutions,Reemplacements in GADEGD
40.97640895843506,28879653.0,1466.0,48974,1467.0,1467.0,0.0
40.971039056777954,36058787.0,1832.0,48860,1833.0,1833.0,0.0
40.9621057510376,35940946.0,1832.0,48848,1833.0,1833.0,0.0
40.98198652267456,32999982.0,1679.0,48868,1680.0,1680.0,0.0
40.96490454673767,29009720.0,1468.0,48900,1469.0,1469.0,0.0
40.978187084198,35845161.0,1815.0,48882,1816.0,1816.0,0.0
40.966755867004395,26316649.0,1334.0,48820,1335.0,1335.0,0.0
40.99490475654602,25858543.0,1300.0,48826,1301.0,1301.0,0.0
40.976014852523804,27978853.0,1419.0,48898,1420.0,1420.0,0.0
40.96499276161194,25074030.0,1261.0,48870,1262.0,1262.0,0.0
40.97034168243408,37567745.0,1919.0,48858,1920.0,1920.0,0.0
40.97964119911194,31887424.0,1617.0,48836,1618.0,1618.0,0.0
40.97890019416809,28254267.0,1441.0,48828,1442.0,1442.0,0.0
40.98804259300232,30085826.0,1524.0,48850,1525.0,1525.0,0.0
40.986082792282104,27724384.0,1387.0,48886,1388.0,1388.0,0.0
40.96732997894287,35763686.0,1799.0,48852,1800.0,1800.0,0.0
40.96370840072632,33668230.0,1711.0,48854,1712.0,1712.0,0.0
40.98558688163757,28126269.0,1425.0,48878,1426.0,1426.0,0.0
40.980464220047,28106103.0,1436.0,48844,1437.0,1437.0,0.0
40.98896598815918,29774469.0,1502.0,48898,1503.0,1503.0,0.0
40.976441860198975,25607446.0,1290.0,48878,1291.0,1291.0,0.0
40.96694040298462,29839975.0,1500.0,48798,1501.0,1501.0,0.0
40.96294665336609,31195391.0,1561.0,48874,1562.0,1562.0,0.0
40.979992389678955,35533847.0,1787.0,48882,1788.0,1788.0,0.0
40.961153984069824,25805334.0,1307.0,48838,1308.0,1308.0,0.0
40.9861216545105,28565228.0,1444.0,48794,1445.0,1445.0,0.0
40.96199059486389,34123844.0,1735.0,48900,1736.0,1736.0,0.0
40.98385167121887,35757170.0,1820.0,48874,1821.0,1821.0,0.0
40.98250770568848,27615280.0,1387.0,48860,1388.0,1388.0,0.0
40.965017318725586,28165870.0,1418.0,48830,1419.0,1419.0,0.0
