Time,Evaluations,Iterations,Objective value,Local search applications,Greedy solutions,Reemplacements in GADEGD
36.01122236251831,28610958.0,1934.0,7411714,1935.0,1935.0,0.0
36.010080099105835,24642764.0,1677.0,7385084,1678.0,1678.0,0.0
36.01115322113037,28403146.0,1933.0,7385084,1934.0,1934.0,0.0
36.01748824119568,20309375.0,1384.0,7385084,1385.0,1385.0,0.0
36.03382182121277,26374919.0,1801.0,7411714,1802.0,1802.0,0.0
36.01071572303772,28932115.0,1969.0,7385084,1970.0,1970.0,0.0
36.005860567092896,25305934.0,1731.0,7411714,1732.0,1732.0,0.0
36.02540349960327,22313640.0,1515.0,7385084,1516.0,1516.0,0.0
36.00142502784729,35604503.0,2425.0,7385084,2426.0,2426.0,0.0
36.01608490943909,27002291.0,1830.0,7411714,1831.0,1831.0,0.0
36.01766300201416,21246230.0,1437.0,7385084,1438.0,1438.0,0.0
36.01339864730835,23558759.0,1606.0,7385084,1607.0,1607.0,0.0
36.01556324958801,26827683.0,1832.0,7385084,1833.0,1833.0,0.0
36.01028347015381,32691243.0,2235.0,7411714,2236.0,2236.0,0.0
36.00510239601135,28060955.0,1903.0,7411714,1904.0,1904.0,0.0
36.01277828216553,31388848.0,2135.0,7385084,2136.0,2136.0,0.0
36.01808023452759,24562076.0,1674.0,7385084,1675.0,1675.0,0.0
36.00860333442688,33757291.0,2300.0,7385084,2301.0,2301.0,0.0
36.01428437232971,31839197.0,2153.0,7411714,2154.0,2154.0,0.0
36.0130455493927,25466700.0,1759.0,7411714,1760.0,1760.0,0.0
36.01215386390686,24822798.0,1699.0,7411714,1700.0,1700.0,0.0
36.00920343399048,31777957.0,2169.0,7385084,2170.0,2170.0,0.0
36.00154495239258,27839484.0,1910.0,7385084,1911.0,1911.0,0.0
36.00077509880066,28600749.0,1960.0,7411714,1961.0,1961.0,0.0
36.02969264984131,31994764.0,2192.0,7385084,2193.0,2193.0,0.0
36.01487994194031,24622225.0,1687.0,7411714,1688.0,1688.0,0.0
36.002583742141724,33869292.0,2317.0,7411714,2318.0,2318.0,0.0
36.00468564033508,26332425.0,1798.0,7411714,1799.0,1799.0,0.0
36.00465106964111,25881499.0,1742.0,7385084,1743.0,1743.0,0.0
36.02572274208069,23403511.0,1615.0,7411714,1616.0,1616.0,0.0
