Time,Evaluations,Iterations,Objective value,Local search applications,Greedy solutions
9.014276266098022,93947.0,708.0,92460,0.0,3195.0
9.00572419166565,85428.0,644.0,93110,0.0,2868.0
9.010132789611816,83605.0,619.0,92720,0.0,4245.0
9.004028797149658,69867.0,521.0,93720,0.0,3051.0
9.008286476135254,86776.0,646.0,95530,0.0,3960.0
9.013430833816528,48487.0,358.0,92790,0.0,2535.0
9.022662162780762,70763.0,528.0,92190,0.0,3051.0
9.009145021438599,90217.0,680.0,92280,0.0,3049.0
9.017654657363892,74994.0,559.0,92590,0.0,3314.0
9.003646850585938,88750.0,669.0,91580,0.0,2990.0
9.020715236663818,72093.0,537.0,92770,0.0,3229.0
9.002998352050781,81024.0,604.0,92220,0.0,3584.0
9.008941173553467,92598.0,707.0,93860,0.0,1974.0
9.011035442352295,108164.0,825.0,94020,0.0,2436.0
9.013827085494995,96825.0,733.0,92870,0.0,2873.0
9.00715947151184,73709.0,553.0,94810,0.0,2797.0
9.015789031982422,56270.0,420.0,92160,0.0,2382.0
9.021162271499634,60944.0,454.0,92840,0.0,2704.0
9.008027076721191,67480.0,502.0,94620,0.0,3096.0
9.008190393447876,86042.0,641.0,92590,0.0,3866.0
9.002187728881836,51758.0,387.0,91930,0.0,2094.0
9.0115487575531,56638.0,415.0,92190,0.0,3390.0
9.010458946228027,70995.0,532.0,92410,0.0,2771.0
9.011431217193604,77265.0,576.0,95160,0.0,3409.0
9.010256052017212,84846.0,630.0,92000,0.0,4078.0
9.003491401672363,55048.0,404.0,92510,0.0,3208.0
9.011474609375,45722.0,335.0,92060,0.0,2714.0
9.007502794265747,73891.0,539.0,92210,0.0,4771.0
9.020996570587158,91008.0,685.0,92510,0.0,3200.0
9.010140180587769,57706.0,421.0,94670,0.0,3690.0
