Time,Evaluations,Iterations,Objective value,Local search applications,Greedy solutions
4.00943660736084,187282.0,177.0,6454,177.0,1209.0
4.0141777992248535,263497.0,247.0,6426,247.0,1137.0
4.007846355438232,211850.0,195.0,6250,195.0,1291.0
4.011578321456909,301763.0,283.0,6276,283.0,1865.0
4.010347604751587,233821.0,219.0,6298,219.0,1354.0
4.013679504394531,339735.0,317.0,6500,317.0,1154.0
4.018884897232056,319818.0,301.0,6316,301.0,1522.0
4.0044777393341064,236698.0,223.0,6384,223.0,991.0
4.0082056522369385,317774.0,299.0,6276,299.0,1559.0
4.010691404342651,205334.0,192.0,6346,192.0,1288.0
4.027927875518799,176193.0,164.0,6276,164.0,1194.0
4.010145664215088,277490.0,260.0,6396,260.0,1533.0
4.015747547149658,206887.0,193.0,6312,193.0,1546.0
4.0123395919799805,253519.0,239.0,6536,239.0,1055.0
4.007635831832886,265488.0,246.0,6364,246.0,1283.0
4.010455369949341,279591.0,263.0,6466,263.0,1259.0
4.007582664489746,283277.0,266.0,6454,266.0,1725.0
4.015863418579102,282212.0,263.0,6352,263.0,2089.0
4.017076015472412,262927.0,247.0,6276,247.0,1938.0
4.004539489746094,299912.0,282.0,6364,282.0,1523.0
4.017450332641602,318255.0,300.0,6374,300.0,1572.0
4.006681442260742,297155.0,279.0,6236,279.0,1675.0
4.008062124252319,256795.0,238.0,6454,238.0,1207.0
4.017426252365112,291341.0,272.0,6338,272.0,1964.0
4.01282811164856,251311.0,235.0,6352,235.0,1559.0
4.0088791847229,325068.0,306.0,6388,306.0,1423.0
4.012380361557007,189700.0,177.0,6364,177.0,751.0
4.009265899658203,251308.0,235.0,6404,235.0,1061.0
4.009446859359741,275419.0,258.0,6364,258.0,1638.0
4.016683578491211,246153.0,232.0,6484,232.0,1321.0
