Time,Evaluations,Iterations,Objective value,Local search applications,Greedy solutions,Reemplacements in GADEGD
106.96972584724426,57641678.0,24.0,150106,1080.0,25.0,10.0
102.84785771369934,44486406.0,21.0,150194,784.0,22.0,7.0
108.16572499275208,69465892.0,26.0,149874,1305.0,27.0,12.0
102.5274965763092,56563952.0,24.0,149804,1071.0,25.0,10.0
104.79056143760681,62320811.0,24.0,150122,1125.0,25.0,10.0
105.18579697608948,51784160.0,23.0,149850,958.0,24.0,9.0
103.56059551239014,67171901.0,25.0,150202,1227.0,26.0,11.0
101.35050749778748,53331654.0,23.0,150056,979.0,24.0,9.0
108.98685240745544,61479828.0,24.0,150340,1120.0,25.0,10.0
100.34200978279114,56778836.0,24.0,149424,1064.0,25.0,10.0
106.25997042655945,49808841.0,23.0,149836,958.0,24.0,9.0
101.844642162323,59532929.0,24.0,149778,1108.0,25.0,10.0
100.79672884941101,54204149.0,24.0,149458,1024.0,25.0,10.0
102.2863540649414,43289013.0,21.0,150166,772.0,22.0,7.0
105.9464042186737,53470142.0,23.0,149700,976.0,24.0,9.0
102.36870551109314,54225528.0,23.0,149380,991.0,24.0,9.0
109.59315156936646,43966111.0,21.0,150504,786.0,22.0,7.0
106.78001761436462,63430825.0,25.0,149858,1185.0,26.0,11.0
108.67531991004944,59110837.0,24.0,149488,1071.0,25.0,10.0
102.47954368591309,60023484.0,24.0,149664,1072.0,25.0,10.0
107.94898462295532,53207679.0,23.0,149960,984.0,24.0,9.0
101.43236994743347,65569823.0,25.0,149764,1218.0,26.0,11.0
102.2168197631836,48234568.0,22.0,150014,893.0,23.0,8.0
106.51749873161316,51740137.0,23.0,149950,973.0,24.0,9.0
109.53253626823425,53075087.0,23.0,149710,976.0,24.0,9.0
100.3249146938324,62425831.0,25.0,149404,1167.0,26.0,11.0
103.51570057868958,43118693.0,21.0,150334,788.0,22.0,7.0
108.93552947044373,63582216.0,25.0,149510,1185.0,26.0,11.0
105.64264011383057,54702152.0,23.0,149682,999.0,24.0,9.0
103.17895531654358,52326708.0,23.0,149906,972.0,24.0,9.0
