Time,Evaluations,Iterations,Objective value,Local search applications,Greedy solutions,Reemplacements in GADEGD
3.610036611557007,3730881.0,2867.0,17937024,2868.0,2868.0,0.0
3.6107337474823,3370302.0,2582.0,17937024,2583.0,2583.0,0.0
3.6102147102355957,5257381.0,4026.0,17937024,4027.0,4027.0,0.0
3.610170364379883,5132314.0,3931.0,17937024,3932.0,3932.0,0.0
3.6106483936309814,4984877.0,3830.0,17937024,3831.0,3831.0,0.0
3.6108953952789307,3335705.0,2557.0,17937024,2558.0,2558.0,0.0
3.6102781295776367,5169249.0,3951.0,17937024,3952.0,3952.0,0.0
3.610050916671753,5199944.0,3982.0,17937024,3983.0,3983.0,0.0
3.610323429107666,5257570.0,4026.0,17937024,4027.0,4027.0,0.0
3.6105968952178955,4810459.0,3691.0,17937024,3692.0,3692.0,0.0
3.6107382774353027,5254124.0,4031.0,17937024,4032.0,4032.0,0.0
3.610366106033325,5016608.0,3848.0,17937024,3849.0,3849.0,0.0
3.6108267307281494,5208766.0,4010.0,17937024,4011.0,4011.0,0.0
3.610079050064087,4696676.0,3600.0,17937024,3601.0,3601.0,0.0
3.610534191131592,5102742.0,3924.0,17937024,3925.0,3925.0,0.0
3.6111583709716797,3098122.0,2354.0,17937024,2355.0,2355.0,0.0
3.610567092895508,5253783.0,4018.0,17937024,4019.0,4019.0,0.0
3.6113929748535156,4741604.0,3629.0,17937024,3630.0,3630.0,0.0
3.6104135513305664,5365961.0,4106.0,17937024,4107.0,4107.0,0.0
3.610515832901001,5234886.0,4023.0,17937024,4024.0,4024.0,0.0
3.6101951599121094,4489385.0,3449.0,17937024,3450.0,3450.0,0.0
3.610426664352417,5192208.0,3989.0,17937024,3990.0,3990.0,0.0
3.610625982284546,5246489.0,4005.0,17937024,4006.0,4006.0,0.0
3.6105518341064453,3858244.0,2956.0,17937024,2957.0,2957.0,0.0
3.610715866088867,5134957.0,3922.0,17937024,3923.0,3923.0,0.0
3.6112799644470215,3181587.0,2448.0,17937024,2449.0,2449.0,0.0
3.6104040145874023,5245635.0,4020.0,17937024,4021.0,4021.0,0.0
3.610039234161377,5246550.0,4019.0,17937024,4020.0,4020.0,0.0
3.6101889610290527,3202668.0,2445.0,17937024,2446.0,2446.0,0.0
3.6104328632354736,3886877.0,2960.0,17937024,2961.0,2961.0,0.0
