Time,Evaluations,Iterations,Objective value,Local search applications,Greedy solutions
9.002938032150269,2840210.0,1598.0,95440,1598.0,3627.0
9.007018566131592,2839199.0,1597.0,94870,1597.0,3498.0
9.005033493041992,2854297.0,1606.0,95600,1606.0,4375.0
9.002172231674194,2409732.0,1357.0,96940,1357.0,2676.0
9.005297422409058,2570325.0,1445.0,93940,1445.0,3049.0
9.003973484039307,2297355.0,1292.0,95200,1292.0,3126.0
9.006147384643555,3507970.0,1976.0,95110,1976.0,4261.0
9.001768350601196,3127806.0,1761.0,94610,1761.0,4806.0
9.00057053565979,2870188.0,1616.0,94720,1616.0,4103.0
9.005041122436523,3476989.0,1957.0,95310,1957.0,4309.0
9.005744457244873,3258616.0,1835.0,95180,1835.0,4362.0
9.001102685928345,2512991.0,1414.0,96370,1414.0,3704.0
9.004333972930908,2363874.0,1330.0,94090,1330.0,3109.0
9.001155138015747,2370508.0,1333.0,94910,1333.0,3615.0
9.005566358566284,2914202.0,1639.0,95760,1639.0,4262.0
9.00432538986206,2626742.0,1479.0,93310,1479.0,3602.0
9.006128787994385,2571822.0,1447.0,94360,1447.0,3791.0
9.000889778137207,3071784.0,1730.0,94860,1730.0,3738.0
9.001367568969727,3418920.0,1925.0,96860,1925.0,4364.0
9.00433087348938,2995915.0,1688.0,95070,1688.0,3915.0
9.00508999824524,2636087.0,1484.0,94900,1484.0,3506.0
9.002336263656616,2431522.0,1369.0,94340,1369.0,3196.0
9.003518342971802,2373484.0,1335.0,92810,1335.0,2994.0
9.00068998336792,3206008.0,1805.0,92710,1805.0,4748.0
9.001940727233887,3166787.0,1783.0,93710,1783.0,4403.0
9.001729249954224,3275287.0,1844.0,95550,1844.0,4339.0
9.00304126739502,2424789.0,1365.0,94860,1365.0,3600.0
9.004569053649902,2639128.0,1484.0,91710,1484.0,3658.0
9.002625465393066,3310900.0,1864.0,92830,1864.0,4587.0
9.003371953964233,3480244.0,1959.0,94940,1959.0,3841.0
