Time,Evaluations,Iterations,Objective value,Local search applications,Greedy solutions,Reemplacements in GADEGD
81.01760363578796,41347143.0,969.0,12490441,970.0,970.0,0.0
81.0689959526062,39239858.0,915.0,12490441,916.0,916.0,0.0
81.03115367889404,43240736.0,1028.0,12490441,1029.0,1029.0,0.0
81.05055475234985,45344546.0,1073.0,12490441,1074.0,1074.0,0.0
81.01782584190369,53983106.0,1283.0,12490441,1284.0,1284.0,0.0
81.05081748962402,47941797.0,1127.0,12490441,1128.0,1128.0,0.0
81.05674314498901,52175035.0,1228.0,12490441,1229.0,1229.0,0.0
81.101717710495,53153855.0,1267.0,12490441,1268.0,1268.0,0.0
81.00141215324402,49265137.0,1161.0,12490441,1162.0,1162.0,0.0
81.01613450050354,54095084.0,1293.0,12490441,1294.0,1294.0,0.0
81.00473284721375,39898634.0,949.0,12490441,950.0,950.0,0.0
81.05877256393433,39561105.0,933.0,12490441,934.0,934.0,0.0
81.01302194595337,41926615.0,991.0,12490441,992.0,992.0,0.0
81.0533173084259,53132725.0,1256.0,12490441,1257.0,1257.0,0.0
81.08888936042786,34895666.0,827.0,12490441,828.0,828.0,0.0
81.04760074615479,47519395.0,1141.0,12490441,1142.0,1142.0,0.0
81.03637957572937,47385627.0,1108.0,12490441,1109.0,1109.0,0.0
81.00103735923767,41898777.0,986.0,12490441,987.0,987.0,0.0
81.0021584033966,53686679.0,1260.0,12490441,1261.0,1261.0,0.0
81.00400972366333,53268679.0,1264.0,12490441,1265.0,1265.0,0.0
81.03920388221741,54053956.0,1285.0,12490441,1286.0,1286.0,0.0
81.00417804718018,30707614.0,716.0,12490441,717.0,717.0,0.0
81.02459764480591,54184595.0,1287.0,12490441,1288.0,1288.0,0.0
81.04105639457703,42469771.0,1012.0,12490441,1013.0,1013.0,0.0
81.13142108917236,37854558.0,893.0,12490441,894.0,894.0,0.0
81.01942181587219,43308236.0,1022.0,12490441,1023.0,1023.0,0.0
81.02580952644348,54046723.0,1292.0,12490441,1293.0,1293.0,0.0
81.15780186653137,44522646.0,1045.0,12490441,1046.0,1046.0,0.0
81.01885390281677,54076051.0,1282.0,12490441,1283.0,1283.0,0.0
81.04391717910767,56176926.0,1323.0,12490441,1324.0,1324.0,0.0
