Instance,Time,Evaluations,Iterations,Objective value,Distance to optimum (Avg),Distance to optimum (Best),Local search applications,Greedy solutions,Reemplacements in the population
els19,3.6127026240030924,91180.5,871.0666666666667,17525936.933333334,1.8207004177030244,0.0,88.16666666666667,151.6,1328.0333333333333
chr20b,4.002687239646912,447021.76666666666,789.6,2509.733333333333,9.213809109370459,3.3072236727589206,333.4,404.8,1923.8333333333333
chr22a,4.843492873509725,517133.0,932.6333333333333,6345.066666666667,3.071258392895819,2.3066926575698505,344.0,479.06666666666666,2272.4
nug25,6.252613226572673,498645.0333333333,1174.5333333333333,3770.6,0.7104700854700831,0.0,293.26666666666665,867.6,3583.9333333333334
tai30b,9.008496395746867,1616167.3666666667,638.7,665834820.7666667,4.5074456768934175,0.0,638.7,4539.3,19620.6
kra30b,9.002739270528158,244784.16666666666,2285.6666666666665,94219.66666666667,3.0624225187778076,0.17501640778823013,93.9,121.2,1051.0666666666666
esc32b,10.243268362681071,671571.6333333333,2416.0333333333333,185.46666666666667,10.396825396825399,0.0,90.96666666666667,18.166666666666668,622.2333333333333
tai50b,25.013237388928733,5464761.233333333,909.5333333333333,484998429.9,5.705249629781416,1.089588830246599,909.5333333333333,7535.7,30075.9
sko56,31.36442366441091,4429597.233333333,4395.0,35010.4,1.6031110337222167,0.7661500957687619,625.4,2796.5666666666666,10026.2
tai60a,36.01981829802195,8694047.733333332,1047.6333333333334,7408289.2,2.80777500630728,2.256437100278908,1047.6333333333334,7455.033333333334,28434.933333333334
sko64,40.969496663411455,5912653.033333333,5574.233333333334,49307.333333333336,1.6687973387218766,0.5443523444265743,662.2666666666667,2931.0333333333333,10029.833333333334
sko72,51.85307586987813,7939685.333333333,6231.433333333333,67468.0,1.829268292682927,0.8301134991547935,698.5666666666667,3286.133333333333,11254.7
lipa90b,81.04333175023397,17629274.966666665,981.2,15079998.5,20.732314415479806,20.283687341383704,981.2,7754.5,29217.6
sko100d,100.0237672885259,15619034.466666667,8785.033333333333,151841.86666666667,1.5148597814266116,0.746109001444082,727.2,3394.1666666666665,11888.2
sko100c,100.02275948524475,15095464.733333332,8453.333333333334,150140.26666666666,1.54080606691825,0.39361025821373985,697.5,3621.1,12933.966666666667
sko100e,100.01907420158386,12694240.733333332,11004.733333333334,151520.8,1.5895407308079037,0.9078109285953738,591.8333333333334,2819.8,9963.033333333333
sko100a,100.02977274258932,14866781.366666667,7721.466666666666,154328.13333333333,1.5303307412621752,0.7065696503993368,689.0666666666667,4177.0,14996.7
sko100b,100.0223614692688,11537239.633333333,11236.833333333334,155938.93333333332,1.331427209911833,0.4860614724803431,519.0,2901.9666666666667,10553.966666666667
tho150,225.19295542240144,29004338.633333333,595.7333333333333,8287335.733333333,1.8926620009660586,0.9645415114322452,595.7333333333333,5219.1,19492.733333333334
tai256c,655.3677561044693,39979112.766666666,49864.4,44947017.266666666,0.41940622804878397,0.31111303945053287,65.23333333333333,0.06666666666666667,449.3
