Instance,Time,Evaluations,Iterations,Objective value,Distance to optimum (Avg),Distance to optimum (Best),Local search applications,Greedy solutions,Reemplacements in the population
els19,3.610348431269328,62612.63333333333,6827.833333333333,18137490.933333334,5.3736549250775285,0.0,69.4,52.5,179.4
chr20b,4.000281190872192,249091.33333333334,6629.433333333333,2567.0,11.705831157528285,3.3072236727589206,146.56666666666666,61.86666666666667,136.7
chr22a,4.84032875696818,557495.2666666667,7714.9,6344.466666666666,3.0615118042018556,0.0,426.46666666666664,201.1,397.03333333333336
nug25,6.250381549199422,478685.8,9795.766666666666,3761.5333333333333,0.4683048433048425,0.0,150.1,98.63333333333334,241.66666666666666
tai30b,9.00157523949941,6763109.666666667,3205.133333333333,669700472.7,5.1141868637893655,0.0,3187.5,2984.7,7890.333333333333
kra30b,9.000341900189717,138816.7,16150.333333333334,93857.33333333333,2.6660832786407007,0.2187705097352877,44.93333333333333,19.633333333333333,87.33333333333333
esc32b,10.240367976824443,347607.93333333335,18072.0,189.73333333333332,12.93650793650793,0.0,18.7,4.266666666666667,42.8
tai50b,25.00499154726664,18386614.966666665,3094.9,461474889.8666667,0.5783017509762243,0.0,3065.366666666667,2932.1,7936.866666666667
sko56,31.360831538836162,4348513.933333334,45572.433333333334,34755.2,0.8624992744790675,0.127691682628127,511.6,373.2,976.8666666666667
tai60a,36.00776177247365,24846963.4,4369.733333333334,7334647.8,1.7858240162798502,1.2834094878657423,2613.733333333333,1822.4333333333334,3685.4333333333334
sko64,40.96038633982341,5073769.333333333,58713.73333333333,48872.333333333336,0.7718531348371804,0.0948492721349334,455.1333333333333,319.8333333333333,876.7
sko72,51.840463956197105,7615772.033333333,65078.6,66746.2,0.7398575223375953,0.2324317797633422,535.6666666666666,398.9,1072.0333333333333
lipa90b,81.01808602015177,37973104.06666667,4854.866666666667,13751352.533333333,10.095012124338389,0.0,1933.7666666666667,1890.8333333333333,4170.7
sko100d,100.00039194424947,8567184.266666668,130027.96666666666,150868.53333333333,0.8641315005972385,0.5348451623255067,312.3666666666667,221.63333333333333,697.1333333333333
sko100c,100.0003500620524,8393861.6,135127.63333333333,149301.86666666667,0.9737908770790795,0.33950575536649036,312.23333333333335,219.3,697.5666666666667
sko100e,100.001882259051,11939991.866666667,120513.03333333334,150555.26666666666,0.9421834841881749,0.2574589339591016,446.03333333333336,332.8666666666667,987.3
sko100a,100.00130331516266,11223393.333333334,123369.63333333333,153044.33333333334,0.6857365911852101,0.224997039512638,411.1666666666667,289.3,881.6333333333333
sko100b,100.00095632870992,11855229.7,118670.13333333333,154901.93333333332,0.6575692594277209,0.27162258756254465,440.73333333333335,311.7,948.0333333333333
tho150,225.11198785305024,61964724.766666666,1126.2,8205780.2,0.8899380062306085,0.37108721348690915,1096.4,905.2,2649.266666666667
tai256c,655.3605842192968,23642015.933333334,587650.7333333333,44949173.2,0.4242229557955114,0.29461143868801865,9.6,0.16666666666666666,31.3
