Instance,Time,Evaluations,Iterations,Objective value,Distance to optimum (Avg),Distance to optimum (Best),Local search applications,Greedy solutions,Reemplacements in the population
els19,3.610358723004659,6153.566666666667,6954.966666666666,21066483.866666667,22.39026939339061,1.1592008341821327,0.0,54.233333333333334,305.53333333333336
chr20b,4.000362030665079,66939.9,7030.7,2738.2,19.15578764142732,3.3072236727589206,0.0,207.06666666666666,747.3333333333334
chr22a,4.840359417597453,52912.8,8724.066666666668,6457.533333333334,4.898202295863121,2.3066926575698505,0.0,186.56666666666666,714.9666666666667
nug25,6.250393358866374,44109.333333333336,10725.933333333332,3862.733333333333,3.1712962962962905,0.21367521367521367,0.0,541.3333333333334,1844.4333333333334
tai30b,9.001064976056417,372588.8333333333,5354.966666666666,694231010.9666667,8.964426916384946,0.04006265014576684,0.0,5052.833333333333,17822.166666666668
kra30b,9.000327761967977,35827.23333333333,16789.2,100669.0,10.11704222270838,4.462918398599869,0.0,38.63333333333333,253.56666666666666
esc32b,10.240339303016663,183313.03333333333,19359.0,204.13333333333333,21.507936507936503,0.0,0.0,7.566666666666666,103.6
tai50b,25.002221314112344,937643.5333333333,8230.433333333332,473712712.03333336,3.245531101221951,0.6541628691751176,0.0,8967.666666666666,30259.233333333334
sko56,31.36041549841563,199354.8,50328.0,35917.933333333334,4.236848724050538,1.6948168785187765,0.0,1403.6666666666667,4631.166666666667
tai60a,36.0042452732722,1298481.7333333334,8840.8,7470058.666666667,3.664974456799342,2.736900361117641,0.0,10355.2,31241.466666666667
sko64,40.96032792727153,124701.4,70934.7,50790.86666666667,4.727755096430097,2.1155511567487317,0.0,456.4,1742.3
sko72,51.840462279319766,178511.06666666668,86361.93333333333,69126.8,4.332890606133788,1.787007969089592,0.0,914.4333333333333,3174.8333333333335
lipa90b,81.00837290287018,2096280.5333333334,9209.566666666668,15198973.9,21.684846035460243,21.146066820218756,0.0,10945.0,33318.066666666666
sko100d,100.00037434895833,221641.43333333332,163761.5,155610.0,4.034069636840135,1.8492271487404397,0.0,705.5,2644.5333333333333
sko100c,100.00040346781412,134288.4,169157.93333333332,154994.66666666666,4.8238672996893435,2.5983687492391554,0.0,484.76666666666665,1947.5333333333333
sko100e,100.00037950674692,258658.33333333334,162064.03333333333,155562.4,4.299296010727452,2.9272544418370767,0.0,599.7333333333333,2339.7
sko100a,100.0003660996755,201285.8,164634.9,158653.46666666667,4.375907334552621,2.0499730266707017,0.0,540.6333333333333,2120.0333333333333
sko100b,100.00037845770518,249440.36666666667,164621.5,160357.46666666667,4.202655576494037,2.306842549873286,0.0,595.8666666666667,2270.1666666666665
tho150,225.012202779452,2123885.4,98284.43333333333,8380251.933333334,3.035065213006096,1.5399959524911975,0.0,6548.4,20996.3
tai256c,655.3605092048645,22208029.3,614532.1666666666,47592342.13333333,6.3295192576838515,2.3684555882405114,0.0,0.16666666666666666,118.4
