Instance,Time,Evaluations,Iterations,Objective value,Distance to optimum (Avg),Distance to optimum (Best),Local search applications,Greedy solutions,Reemplacements in the population
els19,3.610657056172689,12850.1,3673.4333333333334,19692610.133333333,14.408454421351985,0.0,0.0,153.4,850.3333333333334
chr20b,4.000616772969564,104231.06666666667,3613.633333333333,2631.4,14.508268059181901,3.3072236727589206,0.0,270.53333333333336,1099.2666666666667
chr22a,4.840827703475952,117778.36666666667,4450.233333333334,6433.4,4.506172839506167,2.696556205328135,0.0,335.03333333333336,1403.4
nug25,6.250640137990316,82058.5,5375.866666666667,3813.2,1.8482905982905935,0.0,0.0,922.2333333333333,3429.766666666667
tai30b,9.002191797892253,483389.86666666664,2778.133333333333,670533353.2333333,5.244913305810599,0.14558485105390664,0.0,5055.8,19824.333333333332
kra30b,9.000609834988913,64390.433333333334,9368.033333333333,98586.0,7.8385473638153575,4.747320061255743,0.0,46.2,452.03333333333336
esc32b,10.240625389417012,225175.4,10476.733333333334,196.4,16.90476190476191,0.0,0.0,10.233333333333333,247.23333333333332
tai50b,25.005300839742024,1008997.0,4079.8,477291894.7,4.025612796184532,0.08323715995211271,0.0,9093.8,33431.26666666667
sko56,31.36086461544037,219726.8,26879.766666666666,35696.0,3.5927796157641185,1.1550293110453305,0.0,1163.9333333333334,4473.7
tai60a,36.0055628935496,1365177.0333333334,4477.766666666666,7459172.266666667,3.513899555210902,2.8340143897511534,0.0,10364.333333333334,34183.8
sko64,40.96073725223541,250228.26666666666,35345.666666666664,50247.26666666667,3.606884132679018,1.2948987587116993,0.0,1058.8,4295.633333333333
sko72,51.840764379501344,307362.6666666667,44844.63333333333,68722.13333333333,3.7221283103920118,2.46015455204057,0.0,797.8333333333334,3475.8333333333335
lipa90b,81.00935796896617,2192695.5,6834.0,15175425.6,21.49631546236037,21.104947375356883,0.0,11061.9,36700.566666666666
sko100d,100.00064566135407,368755.0333333333,79363.4,154278.93333333332,3.14417642759087,1.9093972295020591,0.0,1364.8,5679.566666666667
sko100c,100.00065057277679,481238.9666666667,78288.43333333333,153198.86666666667,3.609356472025719,1.8666053482301064,0.0,1305.7666666666667,5510.266666666666
sko100e,100.00076989332835,520138.63333333336,77881.73333333334,154241.53333333333,3.413699854732367,1.7606436473348976,0.0,1585.0333333333333,6425.266666666666
sko100a,100.00059953530629,392236.0333333333,81628.73333333334,157207.33333333334,3.424516344083198,2.030236444257312,0.0,1075.7,4713.933333333333
sko100b,100.00064739386241,427553.3,79606.96666666666,159034.4,3.3429072714276393,2.2522581064396645,0.0,1235.8666666666666,5184.733333333334
tho150,225.04070920944213,2632449.3666666667,20242.366666666665,8355522.266666667,2.7310143517711367,1.8245264771255507,0.0,7947.933333333333,28213.266666666666
tai256c,655.3614267031352,35059819.7,245354.46666666667,46939753.53333333,4.871523517179094,2.304790598350367,0.0,0.23333333333333334,315.1
