Instance,Time,Evaluations,Iterations,Objective value,Distance to optimum (Avg),Distance to optimum (Best),Local search applications,Greedy solutions,Reemplacements in the population
els19,3.610606892903646,4197453.233333333,3346.866666666667,17997928.0,4.562834044093878,4.562834044093878,3347.866666666667,3347.866666666667,0.0
chr20b,4.003301485379537,9319912.733333332,667.7,2413.3333333333335,5.018856977081526,0.0,9651.4,668.7,421.8333333333333
chr22a,4.844832714398702,10544624.933333334,497.1666666666667,6208.533333333334,0.8533679878709187,0.0,8153.833333333333,498.1666666666667,311.03333333333336
nug25,6.2608592987060545,14035334.5,381.1333333333333,3744.133333333333,0.003561253561250322,0.0,7562.8,382.1333333333333,359.26666666666665
tai30b,9.023275423049927,16663074.766666668,310.8333333333333,644717114.3666667,1.1928735253838134,0.00327067027000419,5730.033333333334,311.8333333333333,295.6333333333333
kra30b,9.019697841008504,16284967.666666666,260.76666666666665,91513.0,0.10172828702690877,0.0,6128.166666666667,261.76666666666665,246.76666666666668
esc32b,10.256245215733847,18757408.0,317.9,168.0,0.0,0.0,7306.0,318.9,303.9
tai50b,25.179145685831706,29063790.733333334,94.4,460825812.43333334,0.436835536057333,0.3552488145406659,3091.8,95.4,80.4
sko56,31.78943748474121,31639867.3,56.56666666666667,34587.26666666667,0.3751426857817345,0.01160833478437518,2396.1,57.56666666666667,42.56666666666667
tai60a,36.55722823937734,33790880.3,53.266666666666666,7352286.666666667,2.030605582803059,1.6209633078831112,2257.8333333333335,54.266666666666666,39.266666666666666
sko64,41.769473894437155,34197456.2,41.96666666666667,48666.86666666667,0.3481930526344769,0.0,1855.1,42.96666666666667,27.966666666666665
sko72,52.66484177907308,40097648.93333333,35.96666666666667,66470.2,0.32329147548900794,0.09055783627143202,1642.0666666666666,36.96666666666667,21.966666666666665
lipa90b,84.6553861061732,48970784.0,28.1,13513198.033333333,8.188318037236101,0.0,1281.6333333333334,29.1,14.1
sko100d,106.06685942808787,53712964.766666666,22.933333333333334,150342.93333333332,0.5127382289493767,0.28480504893833236,981.3666666666667,23.933333333333334,8.933333333333334
sko100c,105.9754324833552,53890983.8,22.9,148442.6,0.3926634294139169,0.1000933302674115,979.2333333333333,23.9,8.9
sko100e,104.86674319903055,54683614.36666667,23.166666666666668,149895.53333333333,0.4998547323723269,0.030841434797184042,1002.2333333333333,24.166666666666668,9.166666666666666
sko100a,104.91555649439493,53621005.43333333,23.0,152598.0,0.3921001039460007,0.18815541900764463,987.1,24.0,9.0
sko100b,105.55605149269104,53995415.6,23.033333333333335,154514.4,0.4057443628565821,0.10786925726168042,991.6666666666666,24.033333333333335,9.033333333333333
tho150,257.1902261813482,81383421.36666666,17.2,8200641.4,0.8267565413619298,0.3841936666569126,539.9666666666667,18.2,3.2
tai256c,704.910266772906,102537886.13333334,20.0,44849001.86666667,0.20042288126052024,0.13057846712238133,459.1666666666667,21.0,6.0
