Instance,Time,Evaluations,Iterations,Objective value,Distance to optimum (Avg),Distance to optimum (Best),Local search applications,Greedy solutions,Reemplacements in the population
els19,3.6282060066858928,31598.766666666666,111.76666666666667,31858534.0,85.0890059972527,85.0890059972527,0.0,4018.133333333333,9186.633333333333
chr20b,4.0091037829717004,350572.8333333333,272.8666666666667,2426.2,5.578764142732803,3.3072236727589206,0.0,1148.3666666666666,7499.166666666667
chr22a,4.849401998519897,438051.9,307.23333333333335,6316.333333333333,2.604505089885202,0.0,0.0,1558.0333333333333,9775.966666666667
nug25,6.2634237051010135,361600.0333333333,342.0,3760.0,0.42735042735042733,0.053418803418803416,0.0,2798.733333333333,18486.766666666666
tai30b,9.017596173286439,375017.86666666664,316.76666666666665,724615596.1,13.733500688436228,13.733234002772736,0.0,5343.766666666666,23359.033333333333
kra30b,9.011934598286947,299400.43333333335,525.3666666666667,94387.0,3.245460511922993,1.0500984467293808,0.0,3436.5,54989.333333333336
esc32b,10.246477921803793,754452.4,1073.0666666666666,171.73333333333332,2.2222222222222143,0.0,0.0,14.733333333333333,130044.96666666666
tai50b,25.029992564519247,1228567.6,557.5,462489728.0,0.7994853911788099,0.4692118656675816,0.0,8528.266666666666,40497.666666666664
sko56,31.390572301546733,1254066.9333333333,684.5666666666667,35050.13333333333,1.7184204925803337,0.6790875848859481,0.0,9152.1,47063.2
tai60a,36.03447403907776,1614213.6,768.2333333333333,7421113.533333333,2.9857433793480066,2.2704532718879173,0.0,9392.366666666667,40871.53333333333
sko64,40.994885659217836,1538180.3666666667,702.8333333333334,49309.4,1.6730586828322846,0.6433254979586787,0.0,9846.2,50568.26666666667
sko72,51.87981213728587,1819718.3333333333,720.8333333333334,67411.73333333334,1.7443451662239453,0.7787973919343154,0.0,10488.8,51719.76666666667
lipa90b,81.0624404668808,2522245.9,853.6,15148629.766666668,21.28178473975953,20.856029022514097,0.0,10334.833333333334,47380.433333333334
sko100d,100.08900089263916,2504586.1333333333,710.9666666666667,152232.4,1.7759533615018412,0.8972027598010376,0.0,10405.833333333334,53868.933333333334
sko100c,100.09005881945292,2498601.433333333,735.0333333333333,150638.86666666667,1.8780123809137361,0.8967821346931598,0.0,10290.566666666668,55317.1
sko100e,100.07837322552999,2464300.1333333333,692.9333333333333,152044.6,1.9407308079115024,0.9761984579282601,0.0,10230.4,52859.566666666666
sko100a,100.09676129023234,2454516.3666666667,689.2333333333333,154453.33333333334,1.6126980785340608,0.6420968145155985,0.0,10061.933333333332,51570.8
sko100b,100.10472671190898,2433763.3333333335,700.4333333333333,156659.46666666667,1.7996404358091327,0.7693807264929495,0.0,10049.466666666667,52766.8
tho150,225.25939428806305,3181203.2333333334,600.2666666666667,8343411.133333334,2.582108158648252,2.0642540792913366,0.0,8694.266666666666,47032.066666666666
tai256c,655.4135476589203,72597175.8,6795.033333333334,45315505.6,1.2426728625344303,0.9438397308054055,0.0,0.13333333333333333,869222.3
