Instance,Time,Evaluations,Iterations,Objective value,Distance to optimum (Avg),Distance to optimum (Best),Local search applications,Greedy solutions,Reemplacements in the population
els19,3.6103177944819134,3937.4666666666667,6485.033333333334,31858534.0,85.0890059972527,85.0890059972527,0.0,404.0,50928.433333333334
chr20b,4.000671776135762,228462.03333333333,4698.433333333333,2458.6666666666665,6.991586887148238,3.3072236727589206,0.0,1415.8333333333333,16146.033333333333
chr22a,4.840567986170451,309739.1666666667,5426.433333333333,6332.533333333334,2.867662984622056,1.916829109811566,0.0,1806.9333333333334,20082.733333333334
nug25,6.250731952985128,140060.8,8037.3,3794.0666666666666,1.3372507122507107,0.2670940170940171,0.0,2242.4,40767.666666666664
tai30b,9.001146586736043,294112.76666666666,5212.966666666666,724543584.1666666,13.722197910365441,13.513384469395033,0.0,5225.766666666666,21434.266666666666
kra30b,9.000313456853231,24285.966666666667,16192.2,97232.33333333333,6.35783563042368,3.073725661780792,0.0,441.3333333333333,127979.76666666666
esc32b,10.240408976872763,191123.2,16770.833333333332,171.46666666666667,2.0634920634920646,0.0,0.0,991.7,127190.4
tai50b,25.002003351847332,956392.2,8653.433333333332,468179658.3,2.039603844472711,0.5496156798592338,0.0,9391.0,37231.36666666667
sko56,31.361219477653503,561257.2333333333,38264.73333333333,35262.13333333333,2.333662236152218,1.120204306692205,0.0,4593.066666666667,252292.43333333332
tai60a,36.0030282497406,1243810.1,8550.866666666667,7471610.066666666,3.6865038514866777,3.047504274932341,0.0,10041.133333333333,35865.1
sko64,40.96140846411387,692436.1666666666,43830.566666666666,49725.666666666664,2.5313758642968045,0.7876613468596643,0.0,5035.866666666667,306677.4
sko72,51.8417799393336,799871.6333333333,58080.8,68007.26666666666,2.6431820011269362,1.0655638734605168,0.0,5114.566666666667,398710.86666666664
lipa90b,81.00814299583435,2145630.466666667,9463.2,15189316.333333334,21.607526374235576,21.054100491728033,0.0,11291.766666666666,40499.3
sko100d,100.00103662014007,1111086.8,98812.8,152808.53333333333,2.1611310192365925,1.0295769374766006,0.0,4822.333333333333,658688.6
sko100c,100.0008294502894,1061892.8333333333,99889.2,151823.06666666668,2.678894284310154,1.069916543804358,0.0,4843.933333333333,754491.6333333333
sko100e,100.00284021695455,1343687.6,80957.9,153199.06666666668,2.7147614258576467,1.2081796848809923,0.0,5808.8,537983.0666666667
sko100a,100.00317553679149,1244372.6,83898.23333333334,155417.06666666668,2.246724823796187,1.0657754503230221,0.0,5704.266666666666,591678.2333333333
sko100b,100.00209138393402,1055391.0,103908.96666666666,157824.6,2.5567613230229425,1.5426603418025862,0.0,4897.066666666667,798356.8333333334
tho150,225.02242698669437,2847381.8333333335,7731.266666666666,8336154.266666667,2.492885097552912,1.5546761636403383,0.0,9002.366666666667,33412.6
tai256c,655.4111367702484,3753389.566666667,37371.433333333334,45021513.46666667,0.5858436164490635,0.3388748714401081,0.0,6115.266666666666,294575.9666666667
