Instance,Time,Evaluations,Iterations,Objective value,Distance to optimum (Avg),Distance to optimum (Best),Local search applications,Greedy solutions,Reemplacements in GADEGD
els19,3.610513377189636,4663551.8,3573.3,17937024.0,4.208999155732202,4.208999155732202,3574.3,3574.3,0.0
chr20b,4.000495560963949,3945118.6666666665,4254.766666666666,2453.3333333333335,6.759501015375696,3.3072236727589206,4255.766666666666,4255.766666666666,0.0
chr22a,4.840725191434225,5294889.133333334,4086.8,6309.0,2.4853801169590644,0.3248862897985705,4087.8,4087.8,0.0
nug25,6.251129984855652,7309010.733333333,3596.366666666667,3745.0666666666666,0.02849002849002687,0.0,3597.366666666667,3597.366666666667,0.0
tai30b,9.001787360509237,10966303.6,3304.1666666666665,646896430.6666666,1.534932505676806,0.3775790903924441,3305.1666666666665,3305.1666666666665,0.0
kra30b,9.001393779118855,10711599.933333334,3502.866666666667,91641.33333333333,0.24210603077371307,0.0,3503.866666666667,3503.866666666667,0.0
esc32b,10.241196091969808,10554458.266666668,4103.333333333333,168.0,0.0,0.0,4104.333333333333,4104.333333333333,0.0
tai50b,25.00741310119629,23409119.4,1840.4,461146120.43333334,0.5066465601989929,0.42116943700353965,1841.4,1841.4,0.0
sko56,31.36869612534841,27164267.633333333,1773.0,34699.13333333333,0.6997891152514115,0.41209588484531895,1774.0,1774.0,0.0
tai60a,36.014530062675476,29975286.833333332,1841.7666666666667,7397392.466666667,2.6565567049433065,2.0374795204304434,1842.7666666666667,1842.7666666666667,0.0
sko64,40.97529784838358,31390981.566666666,1452.4666666666667,48821.73333333333,0.6675189354887416,0.3051672233906553,1453.4666666666667,1453.4666666666667,0.0
sko72,51.86139888763428,35783179.96666667,1238.0666666666666,66722.73333333334,0.7044393463736676,0.48599372132335183,1239.0666666666666,1239.0666666666666,0.0
lipa90b,81.05010947386424,44216779.43333333,1012.3666666666667,13877047.633333333,11.101342485292015,0.0,1013.3666666666667,1013.3666666666667,0.0
sko100d,100.06439133485158,46769059.43333333,719.8666666666667,150750.66666666666,0.7853309800146127,0.5508905171952719,720.8666666666667,720.8666666666667,0.0
sko100c,100.0730001370112,50709177.63333333,764.7333333333333,148895.2,0.6987596542722346,0.5559237667554883,765.7333333333333,765.7333333333333,0.0
sko100e,100.0769890387853,50339327.4,766.4666666666667,150397.6,0.8364733489775433,0.6262152195776064,767.4666666666667,767.4666666666667,0.0
sko100a,100.07615611553192,49730936.3,758.5666666666667,153074.26666666666,0.7054293145265607,0.5934132445625715,759.5666666666667,759.5666666666667,0.0
sko100b,100.0762067715327,48132240.36666667,742.3,155022.06666666668,0.7356336777351876,0.5627396192085256,743.3,743.3,0.0
tho150,225.28147370020548,66026754.43333333,367.6,8216525.4,1.022050070585509,0.7068878222853474,368.6,368.6,0.0
tai256c,656.1797793944677,88796068.1,374.5,44865075.333333336,0.23633378429368393,0.1964240097263375,375.5,375.5,0.0
