Instance,Time,Evaluations,Iterations,Objective value,Distance to optimum (Avg),Distance to optimum (Best),Local search applications,Greedy solutions,Reemplacements in the population
els19,3.62428453763326,6530386.566666666,103.56666666666666,17937024.0,4.208999155732202,4.208999155732202,8016.233333333334,1387.9666666666667,6084.866666666667
chr20b,4.015481702486674,7347518.633333334,122.63333333333334,2381.0,3.6118363794604003,0.0,8646.4,797.8666666666667,4469.5
chr22a,4.859829338391622,8888798.333333334,118.16666666666667,6179.266666666666,0.3779510504656664,0.0,8407.733333333334,845.0666666666667,4579.266666666666
nug25,6.286013690630595,11521056.4,107.53333333333333,3744.0666666666666,0.001780626780625161,0.0,7723.2,841.0666666666667,4590.2
tai30b,9.0648397843043,13678544.533333333,76.56666666666666,643100347.5666667,0.9391106351693181,0.0,5938.9,1038.6333333333334,3860.5
kra30b,9.042985010147095,14694998.033333333,111.23333333333333,91562.0,0.15532706191205425,0.0,7607.1,488.1666666666667,6365.966666666666
esc32b,10.28121497631073,16348094.866666667,124.6,168.0,0.0,0.0,8052.466666666666,78.06666666666666,7847.9
tai50b,25.24584360917409,25923791.533333335,47.43333333333333,460713620.9,0.412383427955053,0.3942496009837307,3567.733333333333,532.0,2410.233333333333
sko56,31.734614109992982,29488049.866666667,47.93333333333333,34497.26666666667,0.11395515313329288,0.0,3440.6666666666665,372.93333333333334,2264.0333333333333
tai60a,36.440096553166704,31843484.066666666,43.1,7314013.933333334,1.49947964384677,0.8587333655103927,3275.8,517.4,2043.4333333333334
sko64,41.469496218363446,33532473.033333335,41.166666666666664,48551.933333333334,0.11120733501038044,0.0,2932.9666666666667,298.3,1977.1
sko72,52.503019007047016,39987222.333333336,38.3,66443.53333333334,0.283043548257275,0.036223134508572806,2708.866666666667,257.6666666666667,1840.2333333333333
lipa90b,82.6363239367803,46025877.266666666,25.433333333333334,12825852.033333333,2.6853418012489167,0.0,1925.2333333333333,297.5,1229.9333333333334
sko100d,101.61970183849334,52180585.96666667,23.866666666666667,150163.13333333333,0.3925317787167269,0.22998341979996792,1671.7,144.23333333333332,1139.8
sko100c,102.21525451342265,50155094.63333333,22.966666666666665,148293.73333333334,0.29198396703232554,0.14202431997402984,1608.7333333333333,138.86666666666667,1131.9
sko100e,101.76662645339965,54867292.96666667,25.533333333333335,149754.8,0.4054978209855772,0.1139792155548106,1791.8,157.66666666666666,1267.9333333333334
sko100a,101.61276728312174,53516876.86666667,24.466666666666665,152475.53333333333,0.3115309886273375,0.14341916553729556,1715.5,149.63333333333333,1178.9333333333334
sko100b,101.84114781220754,51767145.13333333,23.6,154375.26666666666,0.31533346329629136,0.08057703554486971,1656.6333333333334,146.23333333333332,1125.8
tho150,231.99368849595388,71909074.66666667,11.933333333333334,8188607.533333333,0.6788003406858143,0.42321794654583483,852.4333333333333,88.7,600.3666666666667
tai256c,686.7208984375,99042884.76666667,9.733333333333333,44859997.733333334,0.22498954816698924,0.17986878881512294,686.9666666666667,64.03333333333333,508.8666666666667
